"Month","Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Positive.Alcohol.Tests","Positive.Drug.Tests","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Hours.Engineers.On.Duty","Hours.Conductors.On.Duty","Minutes.Engineers.On.Duty","Minutes.Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","Equipment.Damage.Cost","Track.Damage.Cost","Total.Damage.Cost","summed_cost","Postive.DA.Tests"
"05",2014,"8",50,"Day","Clear","Main","2",1.8,"East",10,"Recorded",10,12890,"Not Signaled","Yard/Restricted Limits",0,0,"No",98,2,0,0,0,1,100,0,0,0,0,1,0,0,1,8,8,2,1,40.337013,-104.783968,"2","CL","Class 1","SMT-6 - UP/KCS",134825,40630,175455,175455,"No"
"06",2015,"15",77,"Day","Clear","Main","2",14.1,"West",23,"Recorded",23,12666,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,90,0,0,0,0,1,0,0,1,9,9,40,40,39.00111,-108.512583,"2","CL","Class 1","SMT-6 - UP/KCS",245939,307344,553283,553283,"No"
"07",2012,"16",106,"Day","Clear","Main","5",49.72,"West",21,"Recorded",21,15960,"Signaled","Signal Indication",0,0,"No",0,9,0,0,0,0,112,0,0,0,0,1,0,0,1,1,1,40,40,35.4144,-119.16553,"5","CL","Class 1","SMT-5 - BNSF",105686,3500,109186,109186,"No"
"01",2013,"11",40,"Day","Clear","Main","2",15.5,"West",15,"Estimated",15,9054,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,63,0,34,0,0,1,0,0,1,7,7,16,16,34.066894,-117.353582,"2","CL","Class 1","SMT-6 - UP/KCS",28864,4400,33264,33264,"No"
"01",2017,"0",20,"Dark","Clear","Main","3",27.4,"South",40,"Recorded",40,17303,"Signaled","Signal Indication",0,0,"No",0,3,0,0,2,0,121,0,0,0,0,1,0,0,1,4,4,16,16,40.480928,-104.699272,"3","CL","Class 1","SMT-6 - UP/KCS",1280642,723728,2004370,2004370,"No"
"07",2012,"4",70,"Dark","Clear","Main","2",75.9,"South",8,"Recorded",8,8884,"Signaled","Signal Indication",0,0,"No",8,3,0,0,0,2,63,0,27,0,0,1,0,0,1,4,4,25,25,35.275124,-118.63831,"2","CL","Class 1","SMT-6 - UP/KCS",20137,63517,83654,83654,"No"
"01",2014,"15",55,"Day","Clear","Main","2",22.3,"North",25,"Recorded",25,2783,"Signaled","Signal Indication",0,0,"No",0,7,0,0,0,0,6,0,61,0,0,1,0,0,1,7,7,5,5,41.015762,-122.405325,"2","CL","Class 1","SMT-6 - UP/KCS",107565,379288,486853,486853,"No"
"09",2015,"4",55,"Dark","Clear","Main","3",30.2,"South",21,"Recorded",21,10402,"Signaled","Signal Indication",0,0,"No",0,5,0,0,0,0,80,0,28,0,0,1,0,0,1,1,1,41,41,40.987272,-104.880697,"3","CL","Class 1","SMT-6 - UP/KCS",18395,500,18895,18895,"No"
"04",2022,"4",67,"Dawn","Clear","Main","4",25.1,"West",30,"Estimated",30,16513,"Signaled","Signal Indication",0,1,"No",1,6,0,1,0,3,121,0,18,0,0,1,0,0,1,1,1,29,29,34.066311,-117.345029,"4","CL","Class 1","SMT-6 - UP/KCS",422880,150182,573062,573062,"Yes"
"05",2021,"19",79,"Dusk","Clear","Main","1",29.9,"North",4,"Recorded",4,5195,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,0,21,0,87,0,0,1,0,0,1,3,3,54,54,34.067998,-117.344088,"1","CL","Class 1","SMT-6 - UP/KCS",98486,1068,99554,99554,"No"
"11",2022,"14",44,"Day","Clear","Main","4",21.4,"North",3,"Estimated",3,3370,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,10,0,72,0,0,1,0,0,1,2,2,38,38,41.268855,-122.300184,"4","CL","Class 1","SMT-6 - UP/KCS",20466,18460,38926,38926,"No"
"10",2020,"18",85,"Dusk","Clear","Main","2",19.1,"West",3,"Estimated",3,8043,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,64,0,47,0,0,1,0,0,1,3,3,30,30,34.06658,-117.351109,"2","CL","Class 1","SMT-6 - UP/KCS",359173,1656,360829,360829,"No"
"08",2018,"9",86,"Day","Clear","Main","5",61.56,"West",23,"Recorded",23,11662,"Signaled","Signal Indication",0,0,"No",22,4,2,0,0,2,89,0,10,0,0,1,0,0,1,5,5,40,40,34.197644,-117.373628,"5","CL","Class 1","SMT-5 - BNSF",1389767,2645180,4034947,4034947,"No"
"07",2019,"11",90,"Day","Clear","Main","X",160639,"West",9,"Recorded",9,1967,"Not Signaled","Block Register Territory",0,0,"No",0,2,0,0,0,0,18,0,1,0,0,1,0,0,1,6,6,18,18,41.51529,-120.48398,"X","Cl","Class 3","SMT-8 - Short Line West",0,23722,23722,23722,"No"
"02",2021,"22",61,"Dark","Cloudy","Main","1",0.2,"West",2,"Estimated",2,17123,"Not Signaled","Direct Train Control",0,0,"No",110,3,0,0,0,0,106,0,51,0,0,1,0,1,1,3,3,57,57,32.799954,-115.555787,"1","CL","Class 1","SMT-6 - UP/KCS",2221414,185738,2407152,2407152,"No"
"06",2018,"20",68,"Dusk","Clear","Main","2",21,"West",8,"Recorded",8,7720,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,112,0,0,0,0,1,0,0,1,2,2,15,15,33.783914,-118.228657,"2","Cl","Class 3","SMT-8 - Short Line West",200000,200000,400000,400000,"No"
"06",2018,"10",78,"Day","Clear","Main","2",21.2,"West",20,"Estimated",20,9000,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,67,0,3,0,0,1,0,0,1,6,6,58,58,41.265448,-122.294767,"2","CL","Class 1","SMT-6 - UP/KCS",7808,511663,519471,519471,"No"
"06",2018,"5",68,"Dawn","Clear","Main","4",9.58,"East",20,"Estimated",20,4845,"Signaled","Signal Indication",0,0,"No",0,6,0,0,0,0,32,0,19,0,0,1,0,1,1,6,6,45,45,37.941699,-121.231997,"4","CL","Class 1","SMT-5 - BNSF",0,520000,520000,520000,"No"
"05",2019,"9",66,"Day","Clear","Main","4",18.1,"South",15,"Estimated",15,0,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,4,4,25,25,37.332613,-121.903347,"4","No","Class 3","SMT-7 - Commuter West",50979,45804,96783,96783,"No"
"10",2016,"21",64,"Dark","Cloudy","Main","4",18.1,"North",50,"Estimated",50,0,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,3,3,57,57,37.41758,-122.12332,"4","No","Class 3","SMT-7 - Commuter West",28286,0,28286,28286,"No"
"01",2015,"15",64,"Day","Cloudy","Main","4",41.53,"East",50,"Recorded",50,0,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,7,7,4,4,33.96581,-118.095728,"4","No","Class 3","SMT-7 - Commuter West",15224,0,15224,15224,"No"
"01",2019,"0",38,"Dark","Cloudy","Main","4",26.8,"South",13,"Recorded",13,12861,"Signaled","Signal Indication",0,0,"No",6,3,0,0,0,0,84,0,36,0,0,1,0,1,1,4,4,29,29,37.987279,-121.282093,"4","CL","Class 1","SMT-6 - UP/KCS",177922,249993,427915,427915,"No"
"06",2012,"18",90,"Day","Clear","Main","4",76.91,"West",16,"Recorded",16,5921,"Signaled","Signal Indication",0,0,"No",3,2,0,0,0,1,43,0,17,0,0,1,0,0,1,8,8,55,55,35.499103,-113.232836,"4","CL","Class 1","SMT-5 - BNSF",427829,185872,613701,613701,"No"
"09",2019,"8",68,"Day","Cloudy","Main","4",3.7,"East",14,"Recorded",14,4362,"Signaled","Signal Indication",0,0,"No",2,2,0,0,0,0,12,0,73,0,0,1,0,0,1,7,7,5,5,33.133195,-111.501125,"4","CL","Class 1","SMT-6 - UP/KCS",6700,55728,62428,62428,"No"
"06",2020,"17",109,"Day","Clear","Main","2",3.8,"West",24,"Recorded",24,725,"Signaled","Signal Indication",0,0,"No",2,1,0,0,0,0,2,0,16,0,0,1,0,1,1,5,5,5,5,33.433706,-111.943939,"2","CL","Class 1","SMT-6 - UP/KCS",90037,16764,106801,106801,"No"
"09",2019,"20",92,"Dark","Clear","Main","4",43.8,"West",1,"Estimated",1,9391,"Signaled","Signal Indication",0,0,"No",18,3,0,2,0,2,55,0,80,0,0,1,0,0,1,8,8,34,34,32.568198,-111.317576,"4","CL","Class 1","SMT-6 - UP/KCS",159,53693,53852,53852,"No"
"04",2013,"14",71,"Day","Clear","Main","4",2.4,"East",76,"Estimated",76,0,"Signaled","Signal Indication",0,0,"Yes",0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,2,2,11,11,34.248387,-118.402995,"4","No","Class 3","SMT-7 - Commuter West",7000,21162,28162,28162,"No"
"11",2014,"16",81,"Day","Clear","Main","4",43.8,"East",7,"Recorded",7,5966,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,112,0,0,0,0,1,0,0,1,11,11,45,45,32.724852,-114.61533,"4","CL","Class 1","SMT-6 - UP/KCS",139,22559,22698,22698,"No"
"06",2018,"15",85,"Day","Clear","Main","5",92.52,"West",11,"Recorded",11,7552,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,72,0,0,0,0,1,0,0,1,6,6,40,40,35.432257,-113.630162,"5","CL","Class 1","SMT-5 - BNSF",141083,31650,1336729,172733,"No"
"06",2018,"15",85,"Day","Clear","Main","5",92.52,"East",9,"Recorded",11,3831,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,29,0,1,0,0,1,0,1,1,8,8,56,56,35.432257,-113.630162,"5","CL","Class 1","SMT-5 - BNSF",1163996,0,1336729,1163996,"No"
"07",2012,"21",80,"Dark","Clear","Siding","3",66.86,"North",5,"Estimated",5,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,50,50,35.536102,-90.424139,"3","CL","Class 1","SMT-5 - BNSF",0,17000,17000,17000,"No"
"08",2012,"4",71,"Dark","Cloudy","Main","4",41.4,"South",4,"Estimated",4,1177,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,9,0,0,1,0,1,1,6,6,15,15,34.714708,-92.235313,"4","CL","Class 1","SMT-6 - UP/KCS",3431,33,13568,3464,"No"
"06",2013,"4",63,"Dark","Cloudy","Main","4",39.3,"West",21,"Recorded",21,8161,"Signaled","Signal Indication",0,0,"No",0,2,0,2,0,1,80,0,0,0,0,1,0,0,1,4,4,45,45,33.379237,-93.751815,"4","CL","Class 1","SMT-6 - UP/KCS",1198444,180700,1379144,1379144,"No"
"03",2013,"14",48,"Day","Cloudy","Main","5",76.4,"North",54,"Recorded",54,3041,"Signaled","Signal Indication",0,0,"No",5,2,0,0,0,0,56,0,0,0,0,1,0,0,1,2,2,30,30,35.128359,-91.802879,"5","CL","Class 1","SMT-6 - UP/KCS",1439823,261978,1709164,1701801,"No"
"07",2012,"7",66,"Dawn","Clear","Main","5",6.21,"West",0,"Recorded",38,979,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,7,0,2,0,0,1,0,0,1,5,5,50,50,35.396859,-112.476063,"5","CL","Class 1","SMT-5 - BNSF",0,0,70000,0,"No"
"05",2020,"7",83,"Day","Clear","Main","2",3.6,"East",4,"Estimated",4,11817,"Signaled","Signal Indication",0,0,"No",10,3,0,0,0,0,90,0,7,0,0,1,0,0,1,9,9,9,9,33.444311,-112.063442,"2","CL","Class 1","SMT-6 - UP/KCS",81655,32367,114022,114022,"No"
"08",2014,"2",79,"Dark","Clear","Main","4",54.2,"North",31,"Recorded",45,9478,"Signaled","Signal Indication",0,0,"No",16,2,0,0,0,0,71,0,21,0,0,1,0,0,1,4,4,43,43,36.023544,-90.993491,"4","CL","Class 1","SMT-6 - UP/KCS",2303658,0,6210097,2303658,"No"
"02",2013,"5",30,"Dark","Cloudy","Main","3",19,"South",10,"Estimated",10,9634,"Signaled","Signal Indication",0,0,"No",2,2,0,0,0,1,78,0,11,0,0,1,0,0,1,6,6,16,16,33.746997,-94.155589,"3","CL","Class 1","SMT-6 - UP/KCS",72912,73818,146730,146730,"No"
"10",2011,"22",70,"Dark","Clear","Main","4",17.84,"North",5,"Estimated",5,0,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,24,0,84,0,0,1,0,1,1,2,2,18,18,35.913467,-89.905512,"4","CL","Class 1","SMT-5 - BNSF",30000,89500,119500,119500,"No"
"05",2018,"15",85,"Day","Clear","Main","4",45,"South",26,"Estimated",26,17252,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,3,126,0,0,0,0,1,0,0,1,3,3,31,31,34.299045,-94.339096,"4","CL","Class 1","SMT-6 - UP/KCS",399963,1003639,1403602,1403602,"No"
"07",2016,"14",97,"Day","Clear","Main","2",0.1,"South",25,"Estimated",25,779,"Not Signaled","Direct Train Control",0,0,"No",0,1,0,0,0,0,5,0,2,0,0,1,0,1,1,5,5,58,58,34.921557,-90.791264,"2","CL","Class 1","SMT-6 - UP/KCS",15297,135525,150822,150822,"No"
"09",2014,"20",73,"Dark","Cloudy","Main","4",5.9,"South",14,"Recorded",14,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,45,45,35.531233,-91.374274,"4","CL","Class 1","SMT-6 - UP/KCS",17178,0,17178,17178,"No"
"05",2014,"15",82,"Day","Clear","Main","2",36.6,"North",6,"Recorded",6,2123,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,100,0,0,1,0,0,1,2,2,45,45,30.738659,-88.044365,"2","CL","Class 1","SMT-9 - CSX",70849,20000,90849,90849,"No"
"09",2016,"14",95,"Day","Clear","Main","4",41.81,"South",41,"Recorded",41,19263,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,135,0,0,0,0,1,0,0,1,7,7,45,45,35.186051,-90.157642,"4","CL","Class 1","SMT-5 - BNSF",1521436,385000,1906436,1906436,"No"
"08",2014,"2",79,"Dark","Clear","Main","4",54.2,"South",45,"Recorded",45,7241,"Signaled","Signal Indication",0,0,"No",9,2,0,0,0,0,47,0,39,0,0,1,0,0,1,8,8,48,48,36.023544,-90.993491,"4","CL","Class 1","SMT-6 - UP/KCS",3043504,862935,6210097,3906439,"No"
"03",2020,"4",38,"Dawn","Clear","Main","2",31.3,"North",5,"Recorded",5,13434,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,138,0,0,0,0,1,0,0,1,10,10,5,5,30.999537,-87.256825,"2","CL","Class 1","SMT-9 - CSX",20421,36260,56681,56681,"No"
"03",2021,"13",64,"Day","Clear","Industry","1",1,"North",10,"Estimated",10,5769,"Not Signaled","Other Than Main Track",0,0,"No",60,2,0,0,0,0,50,0,18,0,0,1,0,0,1,6,6,20,20,30.555061,-88.167384,"1","CL","Class 1","SMT-9 - CSX",178275,2162,180437,180437,"No"
"09",2020,"15",80,"Day","Clear","Main","2",82.3,"South",0,"Estimated",8,8829,"Signaled","Signal Indication",0,0,"No",0,1,0,1,0,0,71,0,52,0,0,1,0,0,1,7,7,20,20,33.543607,-86.790089,"2","CL","Class 1","SMT-9 - CSX",17201,0,17201,17201,"No"
"11",2013,"23",32,"Dark","Clear","Main","3",8.7,"South",39,"Recorded",39,12340,"Not Signaled","Direct Train Control",0,0,"No",88,2,0,0,0,1,90,0,0,0,0,1,0,0,1,6,6,10,10,33.088357,-88.141843,"3","Cl","Class 3","SMT-2 - Short Line East",2076254,622793,2699047,2699047,"No"
"12",2019,"4",58,"Dawn","Cloudy","Main","4",20.3,"South",15,"Recorded",15,8770,"Signaled","Signal Indication",0,0,"No",9,7,0,0,0,0,51,0,57,0,0,1,0,0,1,5,5,39,39,33.579755,-86.944682,"4","CL","Class 1","SMT-5 - BNSF",200674,35000,235674,235674,"No"
"08",2018,"1",75,"Dark","Clear","Main","4",19,"North",14,"Recorded",14,4075,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,0,68,0,4,0,0,1,0,0,1,2,2,30,30,33.63348,-87.029869,"4","CL","Class 1","SMT-5 - BNSF",848253,27500,923312,875753,"No"
"09",2015,"1",57,"Dark","Clear","Main","3",18.8,"South",12,"Estimated",12,2000,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,20,0,1,0,0,1,0,1,1,5,5,31,31,35.912226,-89.905478,"3","CL","Class 1","SMT-5 - BNSF",20000,164704,184704,184704,"No"
"11",2022,"20",46,"Dark","Clear","Industry","1",12,"South",2,"Estimated",2,5700,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,28,0,78,0,0,1,0,0,1,1,1,45,45,30.658245,-88.034934,"1","Cl","Class 3","SMT-2 - Short Line East",1639,10700,12339,12339,"No"
"05",2022,"21",65,"Dark","Clear","Main","3",3.1,"North",0,"Estimated",0,10353,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,46,0,149,0,0,1,0,0,1,9,9,5,5,31.217162,-85.3503,"3","CL","Class 1","SMT-9 - CSX",13498,958,14456,14456,"No"
"03",2012,"20",70,"Dark","Clear","Main","2",1,"West",15,"Recorded",15,0,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,4,0,6,0,0,1,1,1,1,5,5,30,30,32.414888,-85.002493,"2","CL","Class 1","SMT-3 - Norfolk Southern",33000,0,33000,33000,"No"
"03",2022,"10",66,"Day","Clear","Yard","1",81.3,"South",10,"Estimated",10,15680,"Not Signaled","Other Than Main Track",0,0,"No",0,4,0,0,0,0,137,0,60,0,0,1,0,0,1,4,4,10,10,33.512358,-86.806415,"2","CL","Class 1","SMT-9 - CSX",12158,291,33476,12449,"No"
"07",2022,"8",91,"Day","Clear","Main","2",1,"South",9,"Recorded",9,3456,"Not Signaled","Direct Train Control",0,0,"No",0,1,0,0,0,1,0,0,108,0,0,1,0,0,1,8,8,13,13,33.47072,-86.84623,"2","CL","Class 1","SMT-9 - CSX",32208,23210,55418,55418,"No"
"01",2015,"7",50,"Dawn","Clear","Main","1",4.732,"East",8,"Recorded",8,0,"Not Signaled","Yard/Restricted Limits",0,0,"No",48,4,0,0,0,0,58,0,15,0,0,1,0,0,1,10,10,30,30,33.408016,-88.21205,"1","Cl","Class 3","SMT-8 - Short Line West",191644,30000,221644,221644,"No"
"08",2020,"15",90,"Day","Clear","Siding","1",1,"West",10,"Estimated",10,3939,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,30,0,4,0,0,1,0,0,1,8,8,16,16,33.438552,-86.09987,"1","CL","Class 1","SMT-9 - CSX",161384,0,271991,161384,"No"
"06",2021,"10",85,"Day","Clear","Main","4",61.9,"North",42,"Estimated",42,9889,"Signaled","Signal Indication",0,0,"No",23,4,0,0,0,0,65,0,53,0,0,1,0,0,1,8,8,39,39,33.387519,-86.376936,"4","CL","Class 1","SMT-9 - CSX",186632,759,187391,187391,"No"
"06",2021,"15",82,"Day","Clear","Main","1",1,"South",8,"Recorded",8,8432,"Not Signaled","Direct Train Control",0,0,"No",0,4,0,0,0,0,64,0,84,0,0,1,0,0,1,10,10,20,10,33.412063,-86.967247,"1","CL","Class 1","SMT-9 - CSX",82561,0,82561,82561,"No"
"11",2017,"23",56,"Dark","Clear","Main","5",22,"East",13,"Recorded",13,11205,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,74,0,61,0,0,1,0,0,1,3,3,50,50,33.558082,-86.634678,"5","CL","Class 1","SMT-3 - Norfolk Southern",69699,500,70199,70199,"No"
"05",2017,"17",91,"Dusk","Clear","Main","4",30,"East",45,"Recorded",45,13207,"Signaled","Signal Indication",0,0,"No",15,5,0,0,1,0,107,0,14,0,0,1,0,0,1,5,5,25,25,33.595938,-86.222794,"4","CL","Class 1","SMT-3 - Norfolk Southern",1131511,506637,1638148,1638148,"No"
"01",2017,"19",35,"Dark","Clear","Main","1",4.732,"East",14,"Recorded",14,8042,"Not Signaled","Yard/Restricted Limits",0,0,"No",24,5,0,0,0,0,48,0,55,0,0,1,0,0,1,2,2,27,27,33.258563,-87.739328,"1","Cl","Class 3","SMT-8 - Short Line West",150000,4500,154500,154500,"No"
"11",2019,"18",53,"Dark","Clear","Main","4",39.7,"South",33,"Recorded",33,6263,"Signaled","Signal Indication",0,0,"No",0,1,0,1,0,0,83,0,0,0,0,1,0,0,1,11,11,25,25,31.248501,-82.374725,"4","CL","Class 1","SMT-9 - CSX",16788,97,16885,16885,"No"
"11",2019,"18",53,"Dark","Clear","Main","4",39.7,"North",0,"Recorded",33,11285,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,54,0,146,0,0,1,0,0,1,3,3,25,25,31.248501,-82.374725,"4","CL","Class 1","SMT-9 - CSX",0,0,16885,0,"No"
"11",2018,"9",48,"Day","Clear","Industry","2",0.19,"East",4,"Estimated",4,3303,"Not Signaled","Other Than Main Track",0,0,"No",0,0,0,0,3,0,28,0,0,0,0,1,0,0,1,4,4,5,5,32.131716,-81.444633,"2","Cl","Class 3","SMT-2 - Short Line East",30000,20000,50000,50000,"No"
"11",2020,"3",54,"Dark","Cloudy","Main","4",79.9,"South",25,"Estimated",25,13200,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,84,0,32,0,0,1,0,0,1,2,2,10,10,32.660558,-84.53204,"4","CL","Class 1","SMT-9 - CSX",25076,3848,28924,28924,"No"
"10",2011,"2",49,"Dark","Clear","Main","4",64.2,"West",49,"Recorded",49,4717,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,28,0,44,0,0,1,0,0,1,6,6,47,47,41.8621,-106.109574,"4","CL","Class 1","SMT-6 - UP/KCS",0,0,22735,0,"No"
"06",2020,"0",73,"Dark","Cloudy","Main","4",46.7,"North",37,"Recorded",37,13152,"Signaled","Signal Indication",0,0,"No",16,1,0,1,0,0,67,0,142,0,0,1,0,0,1,3,3,20,20,31.485297,-82.017204,"4","CL","Class 1","SMT-9 - CSX",310399,33460,343859,343859,"No"
"08",2019,"17",86,"Dusk","Clear","Main","3",27.3,"South",0,"Estimated",22,33,"Signaled","Signal Indication",0,0,"No",3,2,0,0,0,0,68,0,75,0,0,1,0,0,1,6,9,36,36,33.957069,-84.008609,"3","CL","Class 1","SMT-9 - CSX",9900,0,14835,9900,"No"
"06",2018,"9",60,"Day","Clear","Main","4",32.6,"East",55,"Estimated",55,6760,"Signaled","Signal Indication",0,0,"No",13,5,0,0,0,0,89,0,0,0,0,1,0,1,1,7,7,15,15,41.437267,-110.429066,"4","CL","Class 1","SMT-6 - UP/KCS",34860,33,234893,34893,"No"
"02",2019,"15",27,"Day","Cloudy","Main","4",142.8,"East",23,"Recorded",23,17732,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,124,0,0,0,0,1,0,0,1,9,9,15,15,42.347817,-104.899184,"4","CL","Class 1","SMT-5 - BNSF",997553,210000,1735220,1207553,"No"
"04",2019,"3",20,"Dark","Clear","Main","4",100.22,"East",5,"Estimated",5,1942,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,9,0,26,0,0,1,0,0,1,7,7,15,15,42.948973,-105.256642,"4","CL","Class 1","SMT-5 - BNSF",87919,0,87919,87919,"No"
"05",2022,"3",63,"Dark","Clear","Main","2",6.6,"East",18,"Recorded",18,251,"Not Signaled","Direct Train Control",0,0,"No",0,7,0,0,0,0,40,0,8,0,0,1,0,0,1,7,7,30,30,39.576114,-80.760034,"2","CL","Class 1","SMT-9 - CSX",33543,2063,35606,35606,"No"
"02",2020,"19",33,"Dusk","Clear","Main","4",151.78,"East",10,"Recorded",10,19388,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,138,0,0,0,0,1,0,0,1,7,7,38,38,42.430657,-104.956909,"4","CL","Class 1","SMT-5 - BNSF",9780,2810937,2820717,2820717,"No"
"03",2019,"20",30,"Dark","Clear","Main","3",29.4,"East",18,"Recorded",18,13318,"Not Signaled","Direct Train Control",0,0,"No",2,3,0,0,0,0,74,0,103,0,0,1,0,0,1,6,6,49,49,43.130477,-88.167221,"3","CL","Class 1","SMT-6 - UP/KCS",288293,186814,475107,475107,"No"
"07",2015,"17",72,"Day","Clear","Main","3",46.5,"West",27,"Recorded",27,6189,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,52,0,0,0,0,1,0,0,1,6,6,20,20,37.798182,-80.920174,"3","CL","Class 1","SMT-9 - CSX",45000,50,45050,45050,"No"
"12",2016,"19",18,"Dark","Snow","Main","4",8,"West",8,"Estimated",8,1915,"Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,1,0,77,0,0,1,0,1,1,3,3,50,50,44.891339,-91.735676,"4","CL","Class 1","SMT-6 - UP/KCS",110064,9370,119434,119434,"No"
"12",2011,"14",40,"Day","Clear","Main","1",94.01,"East",3,"Estimated",3,6589,"Signaled","Signal Indication",0,0,"No",29,3,0,0,0,0,32,0,79,0,0,2,0,0,1,2,2,18,18,45.641368,-122.687458,"1","CL","Class 1","SMT-5 - BNSF",21000,34500,55500,55500,"No"
"04",2014,"16",43,"Day","Clear","Main","4",36.61,"East",5,"Estimated",5,17546,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,123,0,0,0,0,1,0,0,1,3,3,44,44,46.202019,-122.900493,"4","CL","Class 1","SMT-5 - BNSF",0,17200,17200,17200,"No"
"04",2013,"9",50,"Day","Clear","Main","3",27.9,"South",3,"Recorded",3,4280,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,24,0,29,0,0,1,0,1,1,2,2,20,20,46.09613,-118.913084,"3","CL","Class 1","SMT-6 - UP/KCS",9943,81265,91208,91208,"No"
"02",2012,"22",58,"Dark","Rain","Main","2",16.1,"South",7,"Recorded",7,2421,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,0,0,110,0,0,1,0,0,1,7,7,57,57,36.692039,-83.28631,"2","CL","Class 1","SMT-9 - CSX",88861,100,88961,88961,"No"
"03",2018,"15",50,"Day","Clear","Main","5",31.97,"South",2,"Estimated",5,12647,"Signaled","Signal Indication",0,0,"No",16,5,0,0,0,0,91,0,18,3,0,2,0,0,1,8,8,23,23,46.719767,-122.951559,"5","CL","Class 1","SMT-5 - BNSF",10000,955575,970811,965575,"No"
"05",2017,"14",96,"Day","Clear","Main","3",41.77,"East",7,"Estimated",7,11276,"Signaled","Signal Indication",0,0,"No",26,2,0,0,0,0,69,0,85,0,0,1,0,0,1,4,4,55,55,46.632566,-118.902454,"3","CL","Class 1","SMT-5 - BNSF",0,23718,23718,23718,"No"
"06",2021,"18",82,"Dusk","Clear","Main","3",1,"East",14,"Recorded",14,17031,"Signaled","Signal Indication",0,0,"No",52,1,0,1,0,0,121,0,39,0,0,1,0,0,1,11,11,57,57,37.532816,-77.456703,"3","CL","Class 1","SMT-9 - CSX",173467,20754,194221,194221,"No"
"06",2021,"15",95,"Day","Clear","Yard","1",20.5,"East",6,"Recorded",6,0,"Signaled","Other Than Main Track",0,0,"No",0,4,0,0,0,0,19,0,98,0,0,1,0,0,1,8,8,16,16,37.514813,-77.413709,"1","CL","Class 1","SMT-9 - CSX",24624,9719,34343,34343,"No"
