"Month","Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Positive.Alcohol.Tests","Positive.Drug.Tests","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Hours.Engineers.On.Duty","Hours.Conductors.On.Duty","Minutes.Engineers.On.Duty","Minutes.Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","Equipment.Damage.Cost","Track.Damage.Cost","Total.Damage.Cost","summed_cost","Postive.DA.Tests"
"08",2013,"16",90,"Day","Clear","Main","3",13.1,"East",22,"Recorded",22,14726,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,110,0,0,0,0,2,0,0,2,2,2,10,10,40.801427,-90.160821,"3","CL","Class 1","SMT-5 - BNSF",372607,296302,668909,668909,"No"
"06",2013,"15",85,"Day","Cloudy","Main","4",79.8,"North",30,"Estimated",30,19019,"Signaled","Signal Indication",0,0,"No",0,2,0,0,1,0,133,0,0,0,0,1,0,0,1,6,6,15,15,37.84423,-89.135765,"4","CL","Class 1","SMT-6 - UP/KCS",61251,8966,70217,70217,"No"
"07",2013,"0",73,"Dark","Cloudy","Main","4",35.8,"South",2,"Estimated",2,19142,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,2,2,50,50,41.646805,-88.226848,"4","CL","Class 1","SMT-6 - UP/KCS",0,0,18393,0,"No"
"10",2011,"7",60,"Dawn","Cloudy","Main","3",25,"South",39,"Recorded",39,6465,"Not Signaled","Direct Train Control",0,0,"No",2,3,0,0,0,1,43,0,0,0,0,1,0,0,1,4,4,20,20,41.652581,-89.63099,"3","CL","Class 1","SMT-6 - UP/KCS",1049702,41759,1091461,1091461,"No"
"08",2011,"4",62,"Dark","Clear","Main","4",19,"West",16,"Recorded",16,260,"Signaled","Signal Indication",0,0,"No",0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,4,4,4,4,42.295008,-87.900066,"4","No","Class 1","SMT-8 - Short Line West",8,612,17292,620,"No"
"04",2012,"7",60,"Day","Clear","Main","4",128,"East",59,"Recorded",59,2192,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,53,0,0,0,0,1,0,0,1,2,2,24,24,41.596925,-87.231733,"4","CL","Class 1","SMT-9 - CSX",783488,260000,1043488,1043488,"No"
"09",2014,"6",62,"Dawn","Cloudy","Main","4",125,"West",49,"Recorded",49,5193,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,25,0,62,0,0,1,1,0,1,10,10,15,15,41.072942,-84.924112,"4","CL","Class 1","SMT-3 - Norfolk Southern",1007463,260254,1267717,1267717,"No"
"01",2017,"19",6,"Dark","Clear","Main","X",3.879,"North",10,"Recorded",10,2820,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,21,0,3,0,0,1,0,0,1,9,9,50,50,40.993972,-85.017172,"X","Cl","Class 3","SMT-2 - Short Line East",306752,115000,421752,421752,"No"
"02",2016,"0",32,"Dark","Clear","Yard","1",42.7,"West",8,"Estimated",8,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,40,40,41.60563,-87.477071,"1","Cl","Class 3","SMT-8 - Short Line West",25890,0,25890,25890,"No"
"05",2016,"22",55,"Dark","Clear","Main","4",36,"East",48,"Recorded",48,7463,"Signaled","Signal Indication",0,0,"No",0,9,0,0,0,0,51,0,31,0,0,1,0,0,1,4,4,40,40,41.08846,-85.627896,"4","CL","Class 1","SMT-3 - Norfolk Southern",660838,370760,1031598,1031598,"No"
"05",2019,"15",55,"Day","Clear","Yard","1",60.9,"West",5,"Estimated",5,0,"Not Signaled","Other Than Main Track",0,0,"No",0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,10,10,30,30,41.626099,-87.41092,"1","No","Class 1","SMT-4 - CP/CN/CCD",7000,0,14000,7000,"No"
"05",2019,"15",55,"Day","Clear","Yard","1",60.9,"West",4,"Estimated",5,0,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,50,50,41.626099,-87.41092,"1","No","Class 1","SMT-4 - CP/CN/CCD",7000,0,14000,7000,"No"
"09",2019,"12",72,"Day","Clear","Main","1",32,"East",9,"Estimated",9,4703,"Signaled","Signal Indication",0,0,"No",13,3,0,0,0,0,60,0,34,0,0,1,0,0,1,7,7,50,50,40.447925,-86.855729,"1","CL","Class 1","SMT-3 - Norfolk Southern",1500,11156,12656,12656,"No"
"12",2020,"16",41,"Dusk","Cloudy","Main","3",2.5,"East",0,"Estimated",47,8910,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,66,0,77,0,0,1,0,0,1,5,5,25,25,39.658925,-85.2172,"3","CL","Class 1","SMT-9 - CSX",0,0,80277,0,"No"
"10",2020,"17",65,"Dusk","Clear","Main","4",48.5,"West",47,"Estimated",47,2859,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,92,0,0,1,0,0,1,10,10,10,10,39.996424,-85.738274,"4","CL","Class 1","SMT-9 - CSX",73351,502,73853,73853,"No"
"02",2020,"18",29,"Dusk","Snow","Main","3",97,"West",37,"Estimated",37,15590,"Signaled","Signal Indication",0,0,"No",113,2,0,0,0,1,113,0,0,0,0,1,0,0,1,1,1,55,55,41.630078,-87.431968,"3","CL","Class 1","SMT-9 - CSX",2381526,277927,2962453,2659453,"No"
"03",2021,"10",58,"Day","Clear","Main","3",14.4,"South",8,"Estimated",8,17917,"Signaled","Signal Indication",0,0,"No",36,3,0,0,0,0,137,0,20,0,0,1,0,0,1,1,1,42,42,37.715088,-97.330764,"3","CL","Class 1","SMT-6 - UP/KCS",15393,0,15393,15393,"No"
"08",2020,"17",79,"Day","Cloudy","Main","4",13.7,"North",7,"Estimated",7,9884,"Not Signaled","Direct Train Control",0,0,"No",9,2,0,0,0,0,61,0,46,0,0,1,0,0,1,3,3,16,16,37.750313,-97.309608,"4","CL","Class 1","SMT-6 - UP/KCS",290644,125940,416584,416584,"No"
"11",2021,"12",68,"Day","Cloudy","Main","3",14.4,"South",2,"Estimated",2,9099,"Signaled","Signal Indication",0,0,"No",0,6,0,0,0,0,54,0,87,0,0,1,0,1,1,1,2,20,5,37.03297,-95.653481,"3","CL","Class 1","SMT-6 - UP/KCS",90434,600,91034,91034,"No"
"07",2021,"12",92,"Day","Clear","Main","1",12.3,"West",6,"Estimated",6,14940,"Signaled","Signal Indication",0,1,"No",17,4,0,0,0,0,105,0,42,0,0,1,0,0,1,10,10,34,34,39.084788,-94.611618,"1","CL","Class 1","SMT-6 - UP/KCS",160628,0,166128,160628,"Yes"
"09",2020,"7",58,"Dawn","Clear","Main","3",75,"West",26,"Estimated",26,7191,"Signaled","Signal Indication",0,0,"No",27,2,0,0,0,0,67,0,10,0,0,1,0,0,1,7,7,44,44,39.081624,-94.604218,"3","CL","Class 1","SMT-6 - UP/KCS",151515,0,1094515,151515,"No"
"07",2019,"16",91,"Day","Clear","Main","1",9.5,"West",8,"Recorded",8,2620,"Not Signaled","Yard/Restricted Limits",0,0,"No",12,2,0,0,0,0,20,0,2,0,0,1,0,1,1,5,5,50,50,38.868557,-99.324335,"1","CL","Class 1","SMT-6 - UP/KCS",183335,89011,272346,272346,"No"
"04",2019,"1",46,"Dark","Clear","Main","3",16.2,"East",6,"Estimated",6,9425,"Signaled","Signal Indication",0,0,"No",3,2,0,0,0,0,66,0,25,0,0,1,0,1,1,5,5,42,42,38.694903,-96.949563,"3","CL","Class 1","SMT-6 - UP/KCS",7653,3421,11074,11074,"No"
"02",2019,"13",14,"Day","Cloudy","Main","4",38.2,"East",5,"Recorded",5,17872,"Signaled","Signal Indication",0,0,"No",14,2,0,2,0,0,122,0,56,0,0,1,0,0,1,8,9,39,39,39.886788,-96.694753,"4","CL","Class 1","SMT-6 - UP/KCS",37624,66,37690,37690,"No"
"04",2019,"22",61,"Dark","Cloudy","Main","1",3.6,"East",9,"Estimated",9,14201,"Not Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,109,0,1,0,0,1,0,0,1,6,6,35,35,39.143307,-97.723343,"1","Cl","Class 3","SMT-2 - Short Line East",60000,45000,105000,105000,"No"
"06",2019,"6",70,"Dawn","Clear","Main","4",29.18,"North",5,"Estimated",5,7456,"Signaled","Signal Indication",0,0,"No",18,2,0,0,0,0,40,0,63,0,0,1,0,0,1,10,10,15,15,37.848533,-94.694402,"4","CL","Class 1","SMT-5 - BNSF",426358,0,426358,426358,"No"
"07",2022,"14",90,"Day","Clear","Main","4",31.6,"North",19,"Estimated",19,6896,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,28,0,93,0,0,1,0,0,1,6,6,35,35,39.532337,-95.10427,"4","CL","Class 1","SMT-6 - UP/KCS",26862,50015,76877,76877,"No"
"06",2012,"16",105,"Day","Clear","Main","4",24.6,"East",36,"Recorded",36,15015,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,105,0,0,0,0,1,0,0,1,3,3,10,10,39.002205,-96.844339,"4","CL","Class 1","SMT-6 - UP/KCS",1241146,133116,1374262,1374262,"No"
"07",2012,"14",110,"Day","Clear","Main","4",24.1,"East",37,"Recorded",37,15158,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,106,0,0,0,0,1,0,0,1,8,8,17,17,38.847165,-97.617095,"4","CL","Class 1","SMT-6 - UP/KCS",1329737,666339,1996076,1996076,"No"
"09",2014,"5",70,"Dark","Clear","Main","4",40.6,"West",8,"Recorded",41,7898,"Signaled","Signal Indication",0,0,"No",4,3,0,0,0,1,121,0,0,0,0,1,0,0,1,2,2,47,47,38.384459,-97.481307,"4","CL","Class 1","SMT-6 - UP/KCS",427550,0,3117959,427550,"No"
"09",2014,"5",70,"Dark","Clear","Main","4",40.6,"East",41,"Recorded",41,6197,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,112,0,0,0,0,1,0,0,1,6,6,42,42,38.384459,-97.481307,"4","CL","Class 1","SMT-6 - UP/KCS",1478494,1211915,3117959,2690409,"No"
"02",2017,"18",50,"Dusk","Clear","Main","5",92.65,"East",15,"Recorded",15,0,"Signaled","Signal Indication",0,0,"No",0,0,1,0,0,0,12,0,2,0,0,1,0,1,2,3,3,42,42,38.401317,-96.171419,"5","CL","Class 1","SMT-5 - BNSF",153449,24000,177449,177449,"No"
"11",2011,"23",40,"Dark","Clear","Main","5",178.6,"East",30,"Recorded",30,20306,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,142,0,0,0,0,1,0,0,1,7,7,35,35,39.087439,-95.643141,"5","CL","Class 1","SMT-6 - UP/KCS",1221792,187012,1925677,1408804,"No"
"11",2011,"23",40,"Dark","Clear","Main","5",178.6,"West",4,"Recorded",30,3751,"Signaled","Signal Indication",0,0,"No",14,1,0,0,0,0,9,0,78,0,0,1,0,0,1,6,6,5,5,39.087439,-95.643141,"5","CL","Class 1","SMT-6 - UP/KCS",516873,0,1925677,516873,"No"
"09",2011,"3",72,"Dark","Clear","Main","4",116.34,"East",34,"Recorded",34,5288,"Signaled","Signal Indication",0,0,"No",3,4,0,0,0,0,70,0,0,0,0,1,0,0,1,3,3,10,10,38.071425,-96.613401,"4","CL","Class 1","SMT-5 - BNSF",731948,191000,922948,922948,"No"
"09",2011,"3",41,"Dark","Cloudy","Main","5",180.7,"East",51,"Recorded",51,19162,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,2,0,0,1,2,2,23,23,39.298656,-96.043076,"5","CL","Class 1","SMT-6 - UP/KCS",2448802,869373,3318175,3318175,"No"
"12",2012,"12",42,"Day","Clear","Main","4",98,"West",0,"Recorded",20,9265,"Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,62,0,50,0,0,1,0,0,1,6,6,35,35,38.925707,-94.804222,"4","CL","Class 1","SMT-5 - BNSF",500,0,10500,500,"No"
"01",2014,"12",45,"Day","Clear","Main","4",48.3,"North",22,"Recorded",22,5242,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,10,0,122,0,0,1,0,0,1,3,3,34,34,39.323166,-94.909644,"4","CL","Class 1","SMT-6 - UP/KCS",4361,0,24361,4361,"No"
"11",2012,"21",40,"Dark","Clear","Main","4",187.3,"East",44,"Recorded",44,14014,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,119,0,0,0,0,1,0,0,1,4,4,50,50,39.083775,-95.556976,"4","CL","Class 1","SMT-6 - UP/KCS",2026046,840177,2866223,2866223,"No"
"11",2012,"18",55,"Dark","Clear","Main","4",31.5,"North",55,"Estimated",55,2645,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,99,0,0,1,0,0,1,4,4,14,14,39.723318,-95.512707,"4","CL","Class 1","SMT-6 - UP/KCS",10000,2404,12404,12404,"No"
"09",2012,"21",68,"Dark","Clear","Main","4",3.57,"West",3,"Recorded",3,3999,"Signaled","Signal Indication",0,0,"No",18,3,0,0,0,0,26,0,25,0,0,1,0,1,1,5,5,34,34,38.971211,-95.230051,"4","CL","Class 1","SMT-5 - BNSF",15063,64600,79663,79663,"No"
"12",2011,"17",42,"Dark","Cloudy","Main","4",92.5,"South",44,"Estimated",44,19305,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,2,2,45,45,37.041898,-95.101335,"4","CL","Class 1","SMT-6 - UP/KCS",194978,283618,478596,478596,"No"
"08",2015,"13",85,"Day","Clear","Yard","1",13,"East",4,"Recorded",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,7,0,2,0,0,1,0,0,1,6,6,15,15,38.2349,-85.803991,"1","CL","Class 1","SMT-3 - Norfolk Southern",26042,937,26979,26979,"No"
"08",2015,"8",90,"Day","Cloudy","Main","4",17.55,"North",4,"Recorded",4,327,"Signaled","Signal Indication",0,0,"No",1,1,0,0,0,0,1,0,6,0,0,1,0,0,1,2,2,4,4,36.585095,-88.943249,"4","Cl","Class 1","SMT-4 - CP/CN/CCD",15675,25,15700,15700,"No"
"08",2016,"10",85,"Day","Clear","Main","3",25.6,"South",36,"Recorded",36,10986,"Signaled","Signal Indication",0,0,"No",51,2,0,0,0,0,76,0,49,0,0,1,0,0,1,4,4,30,30,38.676943,-84.335411,"3","CL","Class 1","SMT-9 - CSX",1256825,285911,1542736,1542736,"No"
"12",2017,"10",50,"Day","Rain","Main","4",29.4,"North",7,"Recorded",7,1062,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,6,0,9,0,0,1,0,0,1,3,3,10,10,36.787002,-86.558191,"4","CL","Class 1","SMT-9 - CSX",11039,0,19426,11039,"No"
"08",2017,"19",82,"Day","Clear","Main","3",31.1,"North",22,"Recorded",22,9016,"Signaled","Signal Indication",0,0,"No",18,3,0,0,0,0,61,0,82,0,0,1,0,0,1,9,9,35,35,37.770348,-85.790136,"3","CL","Class 1","SMT-9 - CSX",1017541,165779,1183320,1183320,"No"
"11",2016,"6",37,"Dawn","Clear","Main","3",33.5,"South",30,"Estimated",30,15688,"Signaled","Signal Indication",0,0,"No",40,4,0,0,0,0,87,0,135,0,0,1,0,0,1,7,7,37,37,37.785211,-85.772925,"3","CL","Class 1","SMT-9 - CSX",735225,298920,1034145,1034145,"No"
"08",2022,"7",75,"Dawn","Clear","Main","2",13,"East",3,"Recorded",3,3229,"Signaled","Signal Indication",0,0,"No",18,2,0,0,0,0,36,0,63,0,0,1,0,0,1,4,6,48,26,38.252187,-85.802588,"2","CL","Class 1","SMT-3 - Norfolk Southern",63330,110823,174153,174153,"No"
"10",2019,"16",52,"Day","Clear","Yard","1",47.95,"South",4,"Estimated",4,1140,"Not Signaled","Other Than Main Track",0,0,"No",1,1,0,0,0,0,8,0,4,0,0,1,0,0,1,6,6,30,30,36.503427,-88.888082,"1","Cl","Class 1","SMT-4 - CP/CN/CCD",10108,3000,13108,13108,"No"
"03",2016,"3",51,"Dark","Clear","Yard","1",1,"South",4,"Recorded",4,4500,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,66,0,0,0,0,1,0,0,1,5,5,40,40,38.245992,-84.555282,"1","CL","Class 1","SMT-3 - Norfolk Southern",4600,6924,11524,11524,"No"
"02",2020,"6",57,"Dawn","Rain","Main","2",7.2,"South",24,"Recorded",24,13172,"Signaled","Signal Indication",0,0,"No",96,3,0,0,0,0,98,0,0,0,0,1,0,0,1,6,6,4,4,37.338256,-82.396022,"2","CL","Class 1","SMT-9 - CSX",2232901,58530,2291431,2291431,"No"
"06",2020,"18",83,"Dusk","Clear","Main","4",33,"South",2,"Recorded",2,10625,"Signaled","Signal Indication",0,0,"No",5,4,0,0,0,0,87,0,70,0,0,1,0,0,1,6,6,35,35,38.273609,-84.548537,"4","CL","Class 1","SMT-3 - Norfolk Southern",281954,31578,313532,313532,"No"
"06",2020,"5",68,"Dawn","Clear","Main","2",43,"North",11,"Recorded",11,14687,"Signaled","Signal Indication",0,0,"No",9,4,0,0,0,0,103,0,52,0,0,1,0,0,1,6,6,30,30,39.095691,-84.542718,"2","CL","Class 1","SMT-3 - Norfolk Southern",24547,4793,29340,29340,"No"
"05",2021,"20",72,"Dark","Clear","Yard","1",86,"South",2,"Recorded",2,6567,"Not Signaled","Other Than Main Track",0,0,"No",6,1,0,0,0,0,46,0,38,0,0,1,0,0,1,4,4,1,1,37.636483,-84.781071,"1","CL","Class 1","SMT-3 - Norfolk Southern",27647,26765,54412,54412,"No"
"06",2022,"11",75,"Day","Clear","Main","1",9.9,"North",8,"Recorded",8,2700,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,106,0,0,1,0,0,1,8,8,44,44,36.950771,-84.095858,"1","CL","Class 1","SMT-9 - CSX",3570,8796,12366,12366,"No"
"07",2022,"6",67,"Dawn","Clear","Yard","1",40,"North",5,"Estimated",5,10849,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,44,0,92,0,0,1,0,0,1,4,4,30,30,38.30108,-84.53813,"1","CL","Class 1","SMT-3 - Norfolk Southern",424779,83191,507970,507970,"No"
"10",2021,"20",72,"Dark","Clear","Industry","1",13,"East",5,"Recorded",5,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5,5,20,20,38.20648,-85.25717,"1","CL","Class 1","SMT-3 - Norfolk Southern",600,6079,16070,6679,"No"
"12",2013,"11",40,"Day","Rain","Main","2",32.4,"North",0,"Recorded",25,10478,"Signaled","Signal Indication",0,0,"No",11,1,0,0,0,0,83,0,66,0,0,1,0,0,1,4,4,34,34,37.340596,-84.232264,"2","CL","Class 1","SMT-9 - CSX",0,0,15000,0,"No"
"11",2012,"17",40,"Dusk","Clear","Main","3",5.8,"North",34,"Recorded",34,15744,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,112,0,0,0,0,1,0,0,1,8,8,5,5,37.618873,-83.849971,"3","CL","Class 1","SMT-9 - CSX",1651039,100000,1751039,1751039,"No"
"05",2014,"11",55,"Day","Clear","Main","3",34.8,"East",27,"Recorded",27,15290,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,110,0,0,0,0,1,0,0,1,5,5,1,1,37.559433,-82.648398,"3","CL","Class 1","SMT-9 - CSX",25385,0,25385,25385,"No"
"10",2012,"4",36,"Dark","Clear","Main","3",8.3,"North",25,"Recorded",25,3810,"Signaled","Direct Train Control",0,0,"No",33,6,0,0,0,0,48,0,9,0,0,1,0,0,1,9,9,59,59,38.00474,-85.93906,"3","Cl","Class 2","SMT-2 - Short Line East",650000,85777,735777,735777,"No"
"06",2017,"23",75,"Dark","Clear","Main","1",35,"North",7,"Estimated",7,2419,"Not Signaled","Yard/Restricted Limits",0,0,"No",3,3,0,0,0,0,9,0,40,0,0,1,0,0,1,8,8,16,16,31.120258,-93.268504,"1","CL","Class 1","SMT-6 - UP/KCS",31107,28073,59180,59180,"No"
"10",2017,"1",72,"Dark","Clear","Main","1",30,"East",9,"Recorded",9,9899,"Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,81,0,15,0,0,1,0,0,1,7,7,27,27,29.953788,-90.166398,"1","CL","Class 1","SMT-5 - BNSF",61120,0,119277,61120,"No"
"06",2017,"23",80,"Dark","Cloudy","Main","2",13.06,"North",5,"Estimated",5,586,"Not Signaled","Yard/Restricted Limits",0,0,"No",8,2,0,0,0,0,3,0,5,0,0,1,0,0,1,6,6,30,30,30.472348,-91.188301,"2","Cl","Class 1","SMT-4 - CP/CN/CCD",12538,100,15638,12638,"No"
"05",2019,"12",80,"Day","Clear","Main","1",2.7,"East",5,"Estimated",5,13670,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,105,0,0,0,0,1,0,0,1,6,6,5,5,29.920208,-90.058891,"1","Cl","Class 3","SMT-8 - Short Line West",60000,67000,127000,127000,"No"
"03",2019,"11",62,"Day","Rain","Main","1",206000,"North",0,"Estimated",0,780,"Not Signaled","Block Register Territory",0,0,"No",0,2,0,0,0,0,0,0,13,0,0,1,0,0,2,3,3,45,45,32.800516,-93.409845,"1","Cl","Class 3","SMT-8 - Short Line West",20000,0,20000,20000,"No"
"10",2018,"5",78,"Dawn","Clear","Main","1",21,"East",4,"Recorded",4,10411,"Signaled","Signal Indication",0,0,"No",34,3,0,0,0,0,73,0,33,0,0,1,0,0,1,5,5,6,6,29.916951,-90.182708,"1","CL","Class 1","SMT-6 - UP/KCS",146024,5750,261084,151774,"No"
"01",2019,"14",68,"Day","Clear","Main","2",10,"South",5,"Estimated",5,0,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,9,9,1,1,30.005989,-90.019451,"2","CL","Class 1","SMT-9 - CSX",200,11086,89641,11286,"No"
"01",2019,"14",68,"Day","Clear","Main","2",10,"North",4,"Estimated",5,0,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,80,0,28,0,0,1,0,0,1,7,7,27,27,30.005989,-90.019451,"2","CL","Class 1","SMT-9 - CSX",78355,0,89641,78355,"No"
"01",2018,"7",31,"Day","Clear","Main","3",18,"South",38,"Recorded",38,14086,"Signaled","Direct Train Control",0,0,"No",28,3,0,0,0,0,88,0,104,0,0,1,0,0,1,3,3,50,50,30.71423,-91.54404,"3","CL","Class 1","SMT-6 - UP/KCS",1569515,329187,1898702,1898702,"No"
"10",2018,"17",80,"Day","Clear","Yard","X",0.2,"East",5,"Estimated",5,4940,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,38,0,0,0,0,1,0,1,1,9,9,30,30,30.55923,-91.55575,"X","Ne","Class 3","SMT-8 - Short Line West",161602,12000,173602,173602,"No"
"08",2018,"16",81,"Day","Clear","Main","1",48,"South",4,"Estimated",4,6455,"Signaled","Signal Indication",0,0,"No",1,4,0,0,0,0,35,0,64,0,0,1,0,0,1,3,3,34,34,30.544255,-91.568885,"1","CL","Class 1","SMT-6 - UP/KCS",37199,303416,340615,340615,"No"
"07",2017,"0",75,"Dark","Clear","Main","4",45,"South",40,"Recorded",40,19146,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,1,135,0,0,0,0,1,0,0,1,2,2,55,55,32.86126,-93.98632,"4","CL","Class 1","SMT-6 - UP/KCS",1644272,399958,2044230,2044230,"No"
"06",2015,"10",87,"Day","Clear","Main","3",13,"South",7,"Estimated",7,13359,"Not Signaled","Direct Train Control",0,0,"No",38,5,0,0,0,0,76,0,112,0,0,1,0,1,1,3,3,51,51,30.984862,-91.800468,"3","CL","Class 1","SMT-6 - UP/KCS",766,99375,100141,100141,"No"
"09",2015,"10",85,"Day","Cloudy","Main","4",39.5,"South",5,"Estimated",5,3425,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,20,0,19,0,0,1,0,1,1,4,4,45,45,31.372648,-92.435949,"4","CL","Class 1","SMT-6 - UP/KCS",96672,4990,121361,101662,"No"
"08",2015,"8",78,"Day","Rain","Main","4",43.5,"West",26,"Estimated",26,5889,"Signaled","Signal Indication",0,0,"No",26,3,0,0,0,0,36,0,59,0,0,1,0,0,1,9,9,19,19,30.23817,-93.060479,"4","CL","Class 1","SMT-6 - UP/KCS",1687,12440,14127,14127,"No"
"02",2015,"13",42,"Day","Clear","Main","4",28.08,"South",3,"Estimated",3,0,"Signaled","Signal Indication",0,0,"No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,4,30,30,30.250456,-90.402043,"4","Cl","Class 1","SMT-4 - CP/CN/CCD",0,34795,34795,34795,"No"
"02",2016,"9",59,"Day","Cloudy","Main","1",25.5,"South",4,"Recorded",4,6955,"Not Signaled","Yard/Restricted Limits",0,0,"No",2,3,0,0,0,0,42,0,46,0,0,1,0,0,1,5,5,40,40,32.512272,-93.744619,"1","CL","Class 1","SMT-6 - UP/KCS",15915,900,16815,16815,"No"
"04",2015,"3",60,"Dark","Fog","Main","4",26,"South",6,"Estimated",6,7230,"Signaled","Signal Indication",0,0,"No",0,4,0,1,0,0,53,0,13,0,0,1,0,0,1,6,6,30,30,30.963621,-93.281828,"4","CL","Class 1","SMT-6 - UP/KCS",0,11657,11657,11657,"No"
"12",2014,"2",50,"Dark","Clear","Yard","1",30,"South",4,"Estimated",4,1674,"Not Signaled","Other Than Main Track",0,0,"No",7,2,0,0,0,0,13,0,0,0,0,1,0,0,1,3,3,56,56,32.532928,-93.832234,"1","CL","Class 1","SMT-6 - UP/KCS",663,16985,17648,17648,"No"
"10",2013,"6",60,"Dark","Cloudy","Yard","1",8,"North",3,"Estimated",3,381,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,37,0,0,0,0,1,0,1,1,7,6,10,10,30.244748,-93.300236,"1","CL","Class 1","SMT-6 - UP/KCS",35812,250,36062,36062,"No"
"03",2014,"7",35,"Day","Cloudy","Siding","1",31,"West",1,"Estimated",1,127,"Not Signaled","Other Than Main Track",0,0,"No",10,3,0,0,0,0,19,0,0,0,0,1,0,1,1,2,2,15,15,32.537638,-93.31766,"1","CL","Class 1","SMT-6 - UP/KCS",13000,763,13763,13763,"No"
"08",2013,"15",81,"Day","Cloudy","Main","4",23.6,"East",50,"Estimated",50,9041,"Signaled","Signal Indication",0,0,"No",20,2,0,0,0,0,73,0,3,0,0,1,0,0,1,7,7,27,27,30.520965,-92.167809,"4","CL","Class 1","SMT-6 - UP/KCS",1646685,1207571,2854256,2854256,"No"
"06",2014,"11",86,"Day","Clear","Main","1",3.2,"North",4,"Estimated",4,0,"Signaled","Signal Indication",0,0,"No",1,1,0,0,0,0,9,0,4,0,0,1,0,0,1,4,4,12,12,29.98587,-90.053938,"1","CL","Class 1","SMT-9 - CSX",89901,0,102551,89901,"No"
"06",2014,"11",86,"Day","Clear","Main","1",3.2,"South",0,"Recorded",4,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,10,0,1,0,0,1,0,0,1,4,4,12,12,29.98587,-90.053938,"1","CL","Class 1","SMT-9 - CSX",7000,5650,102551,12650,"No"
