"Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","summed_cost","Postive.DA.Tests","Working.Over.8","Season"
2021,"16",55,"Day","Clear","Yard","1",7,"East",5,"Estimated",5,11656,"Signaled","Other Than Main Track","No",0,3,0,0,0,0,115,0,27,0,0,1,0,0,1,38.696145,-90.220947,"1","CL","Class 1","SMT-3 - Norfolk Southern",19586,"No","Yes","Winter"
2022,"18",40,"Day","Un-Clear","Main","3",11.52,"West",8,"Recorded",8,7385,"Signaled","Signal Indication","No",0,4,0,0,0,0,64,0,7,0,0,1,0,0,1,39.927031,-91.43728,"3","CL","Class 1","SMT-5 - BNSF",162792,"No","No","Winter"
2021,"1",51,"Dark","Un-Clear","Main","2",7,"West",4,"Recorded",4,10611,"Signaled","Signal Indication","No",0,3,0,0,0,0,75,0,0,0,0,1,0,0,1,39.076093,-94.603321,"2","CL","Class 1","SMT-6 - UP/KCS",30677,"No","No","Winter"
2021,"20",68,"Day","Clear","Main","5",85.62,"West",53,"Estimated",53,14223,"Signaled","Signal Indication","No",3,3,0,0,0,2,108,0,28,0,0,1,0,0,1,39.742359,-92.925334,"5","CL","Class 1","SMT-5 - BNSF",3404750,"No","No","Summer"
2016,"5",43,"Dark","Clear","Main","4",16.7,"South",37,"Recorded",37,16232,"Signaled","Signal Indication","No",8,2,0,0,0,2,111,0,35,0,0,1,0,0,1,43.865614,-93.300617,"4","CL","Class 1","SMT-6 - UP/KCS",1573765,"No","No","Fall"
2012,"1",66,"Dark","Clear","Main","3",66,"West",2,"Estimated",16,4565,"Signaled","Signal Indication","No",0,2,0,0,0,0,34,0,13,0,0,1,0,0,1,41.082518,-81.50979,"3","CL","Class 1","SMT-9 - CSX",299369,"No","No","Summer"
2017,"2",45,"Dark","Un-Clear","Main","4",50,"West",17,"Recorded",17,5972,"Signaled","Signal Indication","No",3,1,0,1,0,0,48,0,0,0,0,1,0,0,1,44.78323,-92.889224,"5","CL","Class 1","SMT-4 - CP/CN/CCD",15027,"No","Yes","Fall"
2018,"3",38,"Dark","Clear","Main","1",0.4,"South",8,"Estimated",8,0,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,44.921153,-93.045025,"1","CL","Class 1","SMT-6 - UP/KCS",42788,"Yes","No","Fall"
2014,"12",20,"Day","Un-Clear","Main","4",37,"West",45,"Estimated",45,5415,"Signaled","Signal Indication","No",0,2,0,0,0,0,42,0,5,0,0,1,0,0,1,40.724657,-98.950125,"4","CL","Class 1","SMT-6 - UP/KCS",18542,"No","No","Fall"
2016,"8",60,"Day","Clear","Main","4",9.32,"South",27,"Recorded",27,4412,"Not Signaled","Direct Train Control","No",21,3,0,0,0,0,27,0,25,0,0,1,0,0,1,48.417188,-111.80941,"4","CL","Class 1","SMT-5 - BNSF",927258,"No","No","Spring"
2021,"5",55,"Dark","Un-Clear","Main","3",17.13,"East",1,"Estimated",1,3134,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,0,0,101,0,0,1,0,0,1,39.122373,-93.2116,"3","CL","Class 1","SMT-6 - UP/KCS",22992,"No","No","Spring"
2012,"11",74,"Day","Clear","Main","4",66.59,"West",40,"Recorded",40,11465,"Signaled","Signal Indication","No",0,2,0,0,0,1,85,0,0,0,0,1,0,0,1,39.191995,-94.043813,"4","CL","Class 1","SMT-5 - BNSF",20000,"No","No","Spring"
2012,"11",74,"Day","Clear","Main","4",66.59,"East",40,"Recorded",40,7556,"Signaled","Signal Indication","No",2,3,0,0,0,0,86,0,0,0,0,1,0,0,2,39.191995,-94.043813,"4","CL","Class 1","SMT-5 - BNSF",0,"No","No","Spring"
2011,"1",38,"Dark","Un-Clear","Main","3",12.4,"East",12,"Recorded",12,8204,"Signaled","Signal Indication","No",24,4,0,0,0,0,51,0,62,0,0,1,0,0,1,41.244507,-95.942564,"3","CL","Class 1","SMT-6 - UP/KCS",124420,"No","Yes","Fall"
2012,"2",72,"Dark","Clear","Main","4",21.44,"South",46,"Estimated",46,19409,"Signaled","Signal Indication","No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,36.380228,-89.725552,"4","CL","Class 1","SMT-5 - BNSF",1935886,"No","No","Spring"
2012,"11",110,"Day","Clear","Main","4",93.7,"East",35,"Estimated",35,18733,"Signaled","Signal Indication","No",0,2,0,0,0,1,131,0,0,0,0,1,0,0,1,38.957935,-92.864239,"4","CL","Class 1","SMT-6 - UP/KCS",44194,"No","No","Summer"
2012,"23",31,"Dark","Un-Clear","Main","4",3.96,"North",24,"Recorded",24,8600,"Signaled","Signal Indication","No",5,3,0,0,0,0,41,0,109,0,0,2,0,0,1,39.31803,-94.3111,"4","No","Class 1","SMT-8 - Short Line West",2550801,"No","No","Fall"
2014,"22",52,"Dark","Un-Clear","Main","1",156.4,"West",13,"Recorded",13,13995,"Signaled","Signal Indication","No",11,3,0,0,0,0,94,0,45,0,0,1,0,0,1,39.082188,-94.601916,"1","CL","Class 1","SMT-6 - UP/KCS",157953,"No","No","Fall"
2011,"14",79,"Day","Clear","Main","4",14.85,"South",37,"Recorded",37,7169,"Signaled","Signal Indication","No",7,4,0,0,0,0,37,0,68,0,0,1,0,1,1,37.239095,-89.617582,"4","CL","Class 1","SMT-5 - BNSF",527364,"No","Yes","Fall"
2012,"12",53,"Day","Clear","Main","4",31.2,"East",25,"Recorded",25,11200,"Signaled","Signal Indication","No",12,7,0,0,0,0,79,0,49,0,0,1,0,0,1,32.736992,-97.100023,"4","CL","Class 1","SMT-6 - UP/KCS",383751,"No","No","Winter"
2011,"19",78,"Dark","Clear","Main","4",8.84,"West",4,"Estimated",4,0,"Signaled","Signal Indication","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,38.502687,-90.629,"4","CL","Class 1","SMT-5 - BNSF",19219,"No","No","Summer"
2011,"21",97,"Dark","Clear","Yard","1",2,"West",8,"Estimated",8,5110,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,12,0,4,0,0,1,0,0,1,39.14636,-94.550757,"1","CL","Class 1","SMT-3 - Norfolk Southern",10000,"No","No","Summer"
2013,"14",58,"Day","Un-Clear","Main","4",9.04,"East",38,"Recorded",38,2704,"Signaled","Signal Indication","No",16,2,0,0,0,0,11,0,36,0,0,1,0,0,1,38.110669,-91.377355,"4","CL","Class 1","SMT-5 - BNSF",16730,"No","No","Fall"
2019,"11",18,"Day","Un-Clear","Main","4",21.98,"West",39,"Estimated",39,16949,"Signaled","Signal Indication","No",0,2,0,0,0,1,121,0,0,0,0,1,0,0,1,46.77433,-92.48495,"4","CL","Class 1","SMT-5 - BNSF",2301143,"No","No","Winter"
2014,"20",25,"Dark","Clear","Main","4",1169.4,"North",40,"Estimated",40,0,"Signaled","Direct Train Control","Yes",0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,40.166158,-75.104817,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",10829,"No","No","Winter"
2011,"13",88,"Day","Clear","Main","4",39.63,"West",23,"Recorded",23,19162,"Signaled","Signal Indication","No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,38.881433,-90.259431,"4","CL","Class 1","SMT-5 - BNSF",877379,"No","No","Spring"
2014,"0",85,"Dark","Un-Clear","Main","4",30.7,"South",8,"Recorded",8,2932,"Signaled","Signal Indication","No",0,1,0,0,0,0,28,0,0,0,0,1,0,0,1,39.737024,-93.888527,"4","CL","Class 1","SMT-6 - UP/KCS",16500,"No","Yes","Summer"
2011,"8",80,"Dark","Clear","Main","4",93,"East",32,"Estimated",32,13959,"Signaled","Signal Indication","No",0,2,0,0,0,0,99,0,0,0,0,1,0,0,1,39.005635,-93.039904,"4","CL","Class 1","SMT-6 - UP/KCS",647295,"No","No","Spring"
2012,"11",73,"Day","Clear","Yard","3",1.5,"North",4,"Estimated",4,1718,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,11,0,14,0,0,1,0,0,1,30.908549,-88.559484,"3","Cl","Class 3","SMT-2 - Short Line East",29689,"No","No","Winter"
2014,"8",68,"Day","Un-Clear","Main","5",58,"East",32,"Recorded",32,7963,"Signaled","Signal Indication","No",0,2,0,0,0,0,61,0,1,0,0,1,0,0,1,41.6093,-83.76203,"5","CL","Class 1","SMT-3 - Norfolk Southern",791482,"No","No","Summer"
2015,"18",100,"Day","Clear","Main","1",30,"West",5,"Estimated",5,4569,"Signaled","Signal Indication","No",18,2,0,0,0,0,25,0,36,0,0,1,0,1,1,32.2875,-90.180833,"1","CL","Class 1","SMT-6 - UP/KCS",21068,"No","No","Summer"
2021,"8",45,"Day","Clear","Main","1",169000,"South",10,"Estimated",10,5760,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,47,0,1,0,0,1,0,0,1,48.838195,-95.895745,"1","Cl","Class 3","SMT-8 - Short Line West",36180,"No","No","Spring"
2014,"23",61,"Dark","Clear","Main","4",179,"East",22,"Recorded",22,0,"Signaled","Signal Indication","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,41.931866,-103.889192,"4","CL","Class 1","SMT-6 - UP/KCS",30595,"No","No","Summer"
2021,"14",64,"Day","Un-Clear","Main","4",12.6,"South",28,"Estimated",28,15095,"Not Signaled","Direct Train Control","No",36,3,0,0,0,0,108,0,43,0,0,1,0,0,1,43.688488,-95.486413,"4","CL","Class 1","SMT-6 - UP/KCS",870469,"No","No","Summer"
2014,"11",42,"Day","Un-Clear","Main","1",0.05,"South",10,"Estimated",10,0,"Not Signaled","Direct Train Control","No",1,1,0,0,0,0,18,0,2,0,0,1,0,0,1,41.4015,-79.8538,"1","Cl","Class 3","SMT-2 - Short Line East",10918,"No","No","Spring"
2021,"15",75,"Day","Clear","Yard","1",169000,"North",10,"Estimated",10,2050,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,4,0,51,0,0,1,0,0,1,48.599173,-96.169936,"1","Cl","Class 3","SMT-8 - Short Line West",15000,"No","No","Spring"
2022,"21",28,"Dark","Clear","Main","4",66.5,"West",14,"Recorded",14,16472,"Signaled","Signal Indication","No",0,2,0,0,0,1,116,0,0,0,0,1,0,0,1,47.032279,-114.755642,"4","Cl","Class 2","SMT-8 - Short Line West",350000,"No","No","Winter"
2022,"3",70,"Dark","Clear","Industry","1",4,"North",2,"Recorded",2,21631,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,4,0,7,0,0,1,1,0,1,35.157559,-80.876851,"1","CL","Class 1","SMT-3 - Norfolk Southern",9856,"No","No","Summer"
2015,"17",82,"Day","Clear","Main","4",36.76,"West",39,"Recorded",39,2738,"Signaled","Signal Indication","No",0,3,0,0,0,0,0,0,130,0,0,1,0,0,1,42.7231,-103.427059,"4","CL","Class 1","SMT-5 - BNSF",97000,"No","No","Summer"
2017,"20",72,"Dark","Un-Clear","Yard","1",22,"North",0,"Estimated",4,3266,"Signaled","Other Than Main Track","No",0,2,0,0,0,0,16,0,36,0,0,1,0,0,1,39.141446,-84.544144,"1","CL","Class 1","SMT-3 - Norfolk Southern",2614,"No","No","Winter"
2015,"8",58,"Day","Un-Clear","Main","4",1169.4,"North",70,"Estimated",70,0,"Signaled","Direct Train Control","Yes",0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,40.184722,-75.256944,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",26135,"No","No","Spring"
2022,"18",28,"Day","Un-Clear","Yard","1",11,"East",7,"Recorded",7,0,"Signaled","Other Than Main Track","No",0,2,0,0,0,0,6,0,10,0,0,1,0,0,1,40.279807,-76.922451,"1","CL","Class 1","SMT-3 - Norfolk Southern",15185,"No","No","Winter"
2021,"5",45,"Dark","Un-Clear","Main","1",20.9,"North",4,"Recorded",4,13820,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,98,0,47,0,0,1,0,0,1,32.870855,-79.996169,"1","CL","Class 1","SMT-9 - CSX",18260,"No","No","Fall"
2012,"8",38,"Day","Un-Clear","Main","1",0.3,"West",10,"Estimated",10,690,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,0,0,23,0,0,1,0,1,1,42.720912,-74.078321,"1","Cl","Class 3","SMT-2 - Short Line East",92000,"No","No","Spring"
2014,"13",85,"Day","Clear","Main","6",125,"West",25,"Estimated",25,2756,"Signaled","Signal Indication","No",3,3,0,0,0,0,1,0,81,0,0,1,0,0,1,40.539122,-80.191568,"6","CL","Class 1","SMT-3 - Norfolk Southern",800029,"No","No","Summer"
2014,"13",85,"Day","Clear","Main","6",125,"West",0,"Recorded",25,7497,"Signaled","Signal Indication","No",8,2,0,0,0,0,48,0,8,0,0,1,0,0,1,40.539122,-80.191568,"6","CL","Class 1","SMT-3 - Norfolk Southern",207873,"No","Yes","Summer"
2017,"20",72,"Dark","Un-Clear","Yard","1",22,"South",4,"Estimated",4,0,"Signaled","Other Than Main Track","No",0,1,0,0,0,0,8,0,2,0,0,1,0,0,1,39.141446,-84.544144,"1","CL","Class 1","SMT-3 - Norfolk Southern",14020,"No","No","Winter"
2019,"19",51,"Day","Clear","Main","4",97.81,"West",9,"Estimated",9,3744,"Signaled","Signal Indication","No",0,2,0,0,0,0,15,0,64,0,0,1,0,1,1,40.858182,-96.640102,"4","CL","Class 1","SMT-5 - BNSF",58690,"No","No","Winter"
2019,"11",42,"Day","Un-Clear","Industry","1",20,"North",4,"Recorded",4,0,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,1,0,2,0,0,1,0,0,1,34.951694,-81.944103,"1","CL","Class 1","SMT-3 - Norfolk Southern",14642,"No","No","Winter"
2018,"12",85,"Day","Clear","Main","5",87.43,"West",14,"Recorded",14,14107,"Signaled","Signal Indication","No",55,3,0,0,0,0,107,0,19,0,0,1,0,0,1,40.446662,-91.76107,"5","CL","Class 1","SMT-5 - BNSF",583416,"No","No","Summer"
2015,"2",68,"Dark","Un-Clear","Main","5",23.7,"East",23,"Recorded",23,19162,"Signaled","Signal Indication","No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,41.455377,-96.220567,"5","CL","Class 1","SMT-6 - UP/KCS",598826,"No","No","Spring"
2012,"17",94,"Day","Clear","Main","2",1.2,"East",21,"Recorded",21,3585,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,32,0,2,0,0,1,0,1,1,44.76674,-123.092827,"2","Cl","Class 3","SMT-2 - Short Line East",114000,"No","No","Summer"
2020,"20",46,"Dark","Un-Clear","Main","3",2459.8,"North",45,"Estimated",45,0,"Signaled","Signal Indication","Yes",0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,40.159433,-75.231213,"3","No","Class 3","SMT-1 - Amtrak, Commuter East",25000,"No","No","Winter"
2014,"8",32,"Day","Un-Clear","Main","1",530.84,"North",2,"Estimated",2,0,"Signaled","Direct Train Control","Yes",0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,40.0762,-75.2084,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",46281,"No","No","Winter"
2019,"20",74,"Dark","Clear","Main","3",21.7,"North",19,"Recorded",19,13248,"Signaled","Signal Indication","No",0,3,0,0,0,0,92,0,0,0,0,1,0,0,1,34.153089,-82.439475,"3","CL","Class 1","SMT-9 - CSX",810409,"No","No","Spring"
2012,"4",29,"Dark","Clear","Main","2",37.01,"South",18,"Recorded",18,17655,"Signaled","Signal Indication","No",0,3,0,0,0,0,124,0,0,0,0,1,0,0,1,35.126873,-90.059577,"2","CL","Class 1","SMT-5 - BNSF",1690585,"No","Yes","Fall"
