"Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","summed_cost","Postive.DA.Tests","Working.Over.8","Season"
2017,"13",72,"Day","Clear","Main","2",650000,"North",22,"Recorded",22,3750,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,27,0,8,0,0,1,0,0,1,34.694592,-82.225163,"2","Cl","Class 3","SMT-2 - Short Line East",41900,"No","No","Winter"
2016,"15",80,"Day","Clear","Main","1",2.67,"South",5,"Estimated",5,0,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,30,0,0,0,0,1,0,1,1,29.989019,-94.908544,"2","CL","Class 1","SMT-5 - BNSF",6035,"No","No","Spring"
2016,"2",70,"Dark","Un-Clear","Main","3",22.9,"North",20,"Recorded",20,4430,"Signaled","Signal Indication","No",0,1,0,0,0,1,60,0,0,0,0,1,0,0,1,31.707207,-95.69291,"3","CL","Class 1","SMT-6 - UP/KCS",725971,"No","No","Spring"
2019,"5",40,"Dark","Clear","Yard","1",4,"East",10,"Recorded",10,2016,"Signaled","Other Than Main Track","No",0,3,0,0,0,0,0,0,28,0,0,1,0,0,1,33.972536,-81.001444,"1","CL","Class 1","SMT-3 - Norfolk Southern",56636,"No","Yes","Winter"
2018,"18",44,"Dark","Clear","Siding","1",120,"East",5,"Estimated",5,3250,"Not Signaled","Other Than Main Track","No",0,2,2,0,0,0,31,0,0,0,0,1,0,0,1,34.71827,-81.01258,"1","Cl","Class 3","SMT-2 - Short Line East",17030,"No","No","Winter"
2015,"2",65,"Dark","Un-Clear","Main","4",8,"South",37,"Recorded",37,8090,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,60,0,0,0,0,1,0,0,1,28.999669,-98.478719,"4","CL","Class 1","SMT-6 - UP/KCS",1475905,"No","Yes","Spring"
2020,"18",94,"Day","Clear","Main","4",109.9,"East",47,"Estimated",47,10318,"Signaled","Signal Indication","No",10,4,0,0,0,0,56,0,97,0,0,1,0,0,1,41.096287,-100.584365,"4","CL","Class 1","SMT-6 - UP/KCS",2840367,"No","No","Summer"
2014,"3",55,"Dark","Clear","Yard","1",10,"East",5,"Recorded",5,0,"Not Signaled","Other Than Main Track","No",0,4,0,0,0,0,0,0,36,0,0,1,1,0,1,39.949173,-75.10064,"1","Cl","Class 3","SMT-2 - Short Line East",15087,"No","No","Spring"
2014,"21",34,"Dark","Clear","Main","4",4.5,"West",40,"Recorded",40,3225,"Signaled","Signal Indication","No",0,2,0,0,0,0,21,0,20,0,0,1,0,1,1,40.75445,-73.359843,"4","Cl","Class 3","SMT-2 - Short Line East",400,"No","No","Spring"
2018,"23",38,"Dark","Clear","Main","4",61.9,"West",37,"Recorded",37,17539,"Signaled","Signal Indication","No",0,3,0,0,0,1,123,0,0,0,0,1,0,0,1,45.63948,-109.2644,"4","Cl","Class 2","SMT-8 - Short Line West",2775000,"No","No","Summer"
2021,"17",93,"Day","Clear","Main","4",77.4,"West",49,"Recorded",49,2561,"Signaled","Signal Indication","No",0,2,0,0,0,1,0,0,123,0,0,1,0,0,1,40.449772,-98.148771,"4","CL","Class 1","SMT-6 - UP/KCS",1124145,"No","No","Summer"
2011,"7",55,"Dark","Clear","Main","4",221.93,"East",0,"Recorded",14,19069,"Signaled","Signal Indication","No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,41.847302,-100.1535,"4","CL","Class 1","SMT-5 - BNSF",213300,"No","No","Fall"
2011,"7",73,"Dark","Un-Clear","Main","4",233.6,"East",45,"Recorded",45,19448,"Signaled","Signal Indication","No",0,2,0,0,0,1,136,0,0,0,0,1,0,0,1,41.264432,-101.772386,"4","CL","Class 1","SMT-6 - UP/KCS",2740401,"No","No","Summer"
2014,"19",70,"Day","Clear","Yard","X",100,"North",7,"Recorded",7,100,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,0,0,2,0,0,1,0,1,1,40.395796,-79.836176,"X","Cl","Class 3","SMT-2 - Short Line East",17900,"No","No","Spring"
2014,"8",54,"Day","Un-Clear","Main","1",1169.4,"North",15,"Estimated",15,0,"Signaled","Direct Train Control","Yes",0,1,4,0,1,0,0,0,0,0,0,1,0,0,1,40.080958,-75.200652,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",35955,"No","No","Spring"
2014,"18",55,"Day","Un-Clear","Main","2",1169.4,"North",20,"Estimated",20,0,"Signaled","Direct Train Control","Yes",0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,39.944869,-75.228684,"2","No","Class 3","SMT-1 - Amtrak, Commuter East",30000,"No","No","Spring"
2016,"12",79,"Day","Clear","Main","3",61.7,"West",24,"Recorded",24,13117,"Signaled","Signal Indication","No",94,3,0,0,0,0,96,0,0,0,0,1,0,0,1,45.684417,-121.396595,"3","CL","Class 1","SMT-6 - UP/KCS",1851807,"No","No","Spring"
2012,"23",50,"Dark","Clear","Main","3",115.4,"West",29,"Recorded",29,6273,"Signaled","Signal Indication","No",0,2,0,0,0,0,40,0,0,0,0,1,0,0,1,43.089971,-76.134319,"3","CL","Class 1","SMT-9 - CSX",23850,"No","No","Summer"
2013,"19",76,"Day","Clear","Main","2",64.9,"South",9,"Recorded",9,11439,"Signaled","Signal Indication","No",11,3,0,0,0,0,81,0,26,0,0,1,0,0,1,39.390594,-84.557672,"2","CL","Class 1","SMT-9 - CSX",21511,"No","Yes","Summer"
2014,"18",56,"Dark","Un-Clear","Main","1",1,"West",3,"Recorded",3,5720,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,44,0,0,0,0,1,0,1,1,36.516937,-114.425729,"1","CL","Class 1","SMT-6 - UP/KCS",12870,"Yes","Yes","Fall"
2015,"15",50,"Day","Clear","Main","5",36.7,"East",66,"Recorded",66,3448,"Signaled","Signal Indication","No",6,3,0,0,0,0,51,0,0,0,0,1,0,0,1,39.806947,-118.774316,"5","CL","Class 1","SMT-6 - UP/KCS",2785066,"No","No","Winter"
2016,"9",38,"Day","Un-Clear","Main","1",30.2,"West",6,"Recorded",6,0,"Signaled","Signal Indication","No",1,1,0,0,0,0,4,0,3,0,0,1,0,0,1,41.4353,-81.647115,"1","CL","Class 1","SMT-9 - CSX",13044,"No","No","Fall"
2013,"13",68,"Day","Clear","Yard","1",55,"East",15,"Estimated",15,1000,"Not Signaled","Other Than Main Track","No",0,0,0,0,0,0,8,0,4,0,0,2,0,0,1,45.681325,-108.718013,"1","Cl","Class 2","SMT-8 - Short Line West",155000,"No","No","Spring"
2015,"22",13,"Dark","Clear","Main","4",144.53,"East",35,"Recorded",35,16898,"Signaled","Signal Indication","No",0,1,0,0,0,1,119,0,0,0,0,1,0,0,1,40.992559,-96.215812,"4","CL","Class 1","SMT-5 - BNSF",3944738,"No","No","Winter"
2018,"9",49,"Day","Un-Clear","Yard","1",10,"North",2,"Recorded",5,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,35,0,5,0,0,1,0,0,1,42.383796,-82.974525,"1","Cl","Class 3","SMT-2 - Short Line East",53957,"No","No","Fall"
2018,"9",49,"Day","Un-Clear","Yard","1",10,"South",5,"Recorded",5,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,2,0,9,0,0,1,0,0,1,42.383796,-82.974525,"1","Cl","Class 3","SMT-2 - Short Line East",3587,"No","No","Fall"
2016,"10",60,"Day","Un-Clear","Main","4",56.24,"South",25,"Estimated",25,0,"Not Signaled","Direct Train Control","No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.021639,-92.340944,"4","No","Class 1","SMT-4 - CP/CN/CCD",3600,"No","No","Summer"
2017,"19",42,"Day","Un-Clear","Yard","1",10,"South",5,"Recorded",5,0,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,19,0,0,0,0,1,0,0,1,42.320846,-83.12976,"1","Cl","Class 3","SMT-2 - Short Line East",30981,"No","No","Fall"
2018,"1",64,"Dark","Clear","Main","1",0.4,"South",5,"Estimated",5,3171,"Not Signaled","Yard/Restricted Limits","No",10,2,0,0,0,0,17,0,30,0,0,1,0,0,1,44.91952,-93.049043,"1","CL","Class 1","SMT-6 - UP/KCS",33912,"No","Yes","Summer"
2020,"16",95,"Day","Un-Clear","Main","3",5.7,"North",29,"Estimated",29,11972,"Signaled","Signal Indication","No",0,3,0,0,0,0,89,0,0,0,0,1,0,0,1,38.234274,-90.426286,"3","CL","Class 1","SMT-6 - UP/KCS",413277,"No","No","Summer"
2020,"1",52,"Dark","Clear","Yard","1",24,"South",5,"Estimated",5,0,"Signaled","Other Than Main Track","No",0,1,0,0,0,0,12,0,34,0,0,1,0,0,1,35.228142,-80.852528,"1","CL","Class 1","SMT-3 - Norfolk Southern",15544,"No","No","Winter"
2018,"15",83,"Day","Un-Clear","Main","X",51917,"East",8,"Recorded",8,4507,"Not Signaled","Block Register Territory","No",0,3,0,0,0,0,33,0,1,0,0,1,0,0,1,43.183219,-84.63945,"X","Cl","Class 3","SMT-8 - Short Line West",54746,"No","Yes","Spring"
2017,"2",59,"Dark","Un-Clear","Main","4",42,"East",6,"Estimated",6,8215,"Signaled","Signal Indication","No",11,0,0,0,2,0,61,0,0,0,0,2,0,0,1,45.016219,-93.260197,"4","CL","Class 1","SMT-4 - CP/CN/CCD",0,"No","No","Summer"
2020,"11",91,"Day","Clear","Main","3",68.9,"North",35,"Recorded",35,6966,"Signaled","Signal Indication","No",17,2,0,0,0,0,87,0,14,0,0,1,0,0,1,41.888402,-73.986153,"3","CL","Class 1","SMT-9 - CSX",28674,"No","No","Summer"
2016,"22",19,"Dark","Clear","Main","2",354.2,"South",19,"Recorded",19,5244,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,40,0,17,0,0,1,0,0,1,44.210289,-86.26791,"2","Cl","Class 3","SMT-2 - Short Line East",24166,"No","No","Fall"
2011,"12",85,"Day","Clear","Main","3",149.7,"East",22,"Recorded",22,5572,"Signaled","Signal Indication","No",9,2,0,0,0,0,40,0,18,0,0,1,0,0,1,43.082615,-76.113258,"3","CL","Class 1","SMT-9 - CSX",271825,"No","No","Summer"
2021,"0",81,"Dark","Clear","Yard","1",9,"West",4,"Recorded",4,0,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,34,0,6,0,0,1,0,0,1,33.985296,-81.039106,"1","CL","Class 1","SMT-3 - Norfolk Southern",75507,"No","No","Summer"
2015,"17",59,"Day","Clear","Main","4",57.27,"North",40,"Recorded",40,7232,"Signaled","Signal Indication","No",33,2,0,0,0,0,48,0,30,0,0,1,0,0,1,31.654779,-97.474668,"4","CL","Class 1","SMT-5 - BNSF",4307526,"No","No","Winter"
2014,"14",60,"Day","Clear","Main","2",4.5,"West",12,"Recorded",12,735,"Signaled","Signal Indication","No",0,2,0,0,0,0,6,0,1,0,0,1,0,1,1,40.700512,-73.804284,"2","Cl","Class 3","SMT-2 - Short Line East",6698,"No","No","Spring"
2011,"18",73,"Day","Clear","Yard","1",15,"West",7,"Estimated",7,4001,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,20,0,51,0,0,1,0,0,2,45.029386,-93.275278,"1","No","Class 1","SMT-8 - Short Line West",36955,"No","Yes","Summer"
2012,"12",67,"Day","Un-Clear","Main","3",40.6,"South",11,"Recorded",11,7938,"Signaled","Signal Indication","No",24,3,0,0,0,0,50,0,64,0,0,1,1,0,1,44.9522,-93.055,"3","CL","Class 1","SMT-6 - UP/KCS",27063,"No","Yes","Summer"
2012,"19",65,"Day","Clear","Main","2",0.81,"West",17,"Estimated",17,15573,"Signaled","Signal Indication","No",0,3,0,0,0,0,109,0,0,0,0,1,0,1,1,46.875567,-96.763036,"2","CL","Class 1","SMT-5 - BNSF",1002135,"No","Yes","Winter"
2020,"2",75,"Dark","Clear","Main","4",39.54,"West",8,"Recorded",8,19392,"Signaled","Signal Indication","No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,39.415804,-90.980218,"4","CL","Class 1","SMT-5 - BNSF",1365299,"No","No","Summer"
2012,"13",12,"Day","Un-Clear","Main","4",57.57,"West",23,"Recorded",23,5412,"Signaled","Signal Indication","No",8,3,0,0,1,0,18,0,95,0,0,1,0,0,1,46.87405,-96.674603,"4","CL","Class 1","SMT-5 - BNSF",231372,"No","No","Winter"
2011,"20",78,"Day","Clear","Main","4",10.9,"East",9,"Recorded",9,12046,"Signaled","Signal Indication","No",30,3,0,0,2,0,87,0,33,0,0,1,0,0,2,44.982178,-92.773658,"4","CL","Class 1","SMT-6 - UP/KCS",36767,"No","No","Summer"
2011,"14",75,"Day","Clear","Yard","2",0.5,"West",6,"Recorded",6,5460,"Not Signaled","Other Than Main Track","No",12,1,0,0,0,0,42,0,0,0,0,1,0,0,1,42.084633,-78.459608,"2","Cl","Class 3","SMT-2 - Short Line East",11400,"No","No","Summer"
2017,"14",82,"Day","Un-Clear","Main","4",22.36,"East",9,"Recorded",9,4713,"Signaled","Signal Indication","No",0,2,0,0,0,0,24,0,50,0,0,1,0,0,1,31.716888,-98.973048,"4","CL","Class 1","SMT-5 - BNSF",50237,"No","No","Summer"
2014,"13",75,"Day","Clear","Main","4",47.69,"East",22,"Estimated",22,17163,"Signaled","Signal Indication","No",0,2,0,0,0,2,120,0,0,0,0,1,0,0,1,34.559186,-100.437506,"4","CL","Class 1","SMT-5 - BNSF",1472134,"No","No","Fall"
2011,"6",65,"Dark","Un-Clear","Main","4",14.6,"East",37,"Recorded",37,11346,"Signaled","Signal Indication","No",0,3,0,0,0,0,84,0,0,0,0,1,0,0,1,39.570193,-112.141196,"4","CL","Class 1","SMT-6 - UP/KCS",1643915,"No","No","Summer"
2022,"16",95,"Day","Clear","Main","2",2.88,"North",25,"Recorded",25,7294,"Not Signaled","Direct Train Control","No",1,2,0,0,0,0,47,0,21,0,0,1,0,0,1,42.550077,-85.636631,"2","Cl","Class 3","SMT-8 - Short Line West",301106,"No","Yes","Spring"
2022,"5",30,"Dark","Clear","Yard","1",7,"West",8,"Recorded",8,2343,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,0,0,117,0,0,1,0,0,1,42.276093,-83.18229,"1","CL","Class 1","SMT-3 - Norfolk Southern",15500,"No","Yes","Fall"
2012,"13",50,"Day","Clear","Main","4",5200,"West",40,"Estimated",40,329,"Signaled","Signal Indication","Yes",0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,47.812548,-122.382616,"4","No","Class 3","SMT-7 - Commuter West",25762,"No","No","Fall"
2022,"10",60,"Day","Clear","Main","1",0.1,"West",5,"Estimated",5,250,"Not Signaled","Direct Train Control","Yes",0,1,0,0,0,0,0,3,0,0,0,1,1,1,1,47.51374,-121.81444,"1","Cl","Class 3","SMT-7 - Commuter West",27000,"No","No","Spring"
2014,"11",64,"Day","Un-Clear","Main","2",56.82,"North",10,"Recorded",10,5226,"Signaled","Signal Indication","No",37,2,0,0,0,0,6,0,136,0,0,1,0,0,1,46.639058,-92.11062,"2","No","Class 1","SMT-4 - CP/CN/CCD",91508,"No","Yes","Summer"
2017,"17",80,"Day","Clear","Main","3",13.4,"North",17,"Recorded",17,20874,"Signaled","Direct Train Control","No",0,2,0,0,0,1,145,0,0,0,0,1,0,0,1,42.99419,-87.921,"3","CL","Class 1","SMT-6 - UP/KCS",1165196,"Yes","No","Summer"
2017,"6",53,"Dark","Clear","Main","6",75.2,"West",18,"Estimated",18,10431,"Signaled","Signal Indication","No",17,5,0,0,0,0,76,0,55,0,0,1,0,0,1,39.495749,-93.284393,"6","CL","Class 1","SMT-5 - BNSF",1062916,"No","Yes","Spring"
2018,"18",75,"Day","Clear","Main","2",8.17,"North",10,"Recorded",10,3195,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,18,0,27,0,0,1,0,1,1,48.474341,-122.330491,"2","CL","Class 1","SMT-5 - BNSF",26752,"No","No","Summer"
2015,"17",66,"Day","Clear","Main","1",14.93,"East",1,"Estimated",1,9496,"Signaled","Signal Indication","No",28,6,0,0,0,0,69,0,37,0,0,1,0,0,1,47.245938,-122.434741,"1","CL","Class 1","SMT-5 - BNSF",35000,"No","Yes","Fall"
2017,"6",28,"Dark","Clear","Main","4",25,"East",48,"Recorded",48,22000,"Signaled","Signal Indication","No",0,2,0,0,0,0,161,0,0,0,0,1,0,0,1,36.725348,-76.589996,"4","CL","Class 1","SMT-3 - Norfolk Southern",2974226,"No","No","Winter"
2012,"11",45,"Day","Clear","Main","2",34.9,"North",0,"Recorded",10,0,"Signaled","Signal Indication","No",3,2,0,0,0,0,1,0,80,0,0,1,0,0,1,37.563218,-77.460494,"2","CL","Class 1","SMT-9 - CSX",66540,"No","No","Fall"
2019,"23",34,"Dark","Clear","Yard","1",8.2,"East",8,"Recorded",8,0,"Not Signaled","Other Than Main Track","No",0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,42.351803,-71.113724,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",73950,"No","No","Fall"
2019,"15",35,"Day","Un-Clear","Main","1",8.2,"East",9,"Recorded",9,0,"Signaled","Signal Indication","Yes",0,1,0,0,0,0,0,5,0,0,0,1,0,1,1,42.349769,-71.109525,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",53159,"No","No","Fall"
2015,"19",53,"Day","Un-Clear","Main","2",42.24,"East",8,"Recorded",8,3447,"Signaled","Signal Indication","No",0,3,0,0,0,0,0,0,111,0,0,1,0,0,1,38.62966,-90.237565,"2","CL","Class 1","SMT-5 - BNSF",154433,"No","No","Winter"
2014,"11",75,"Day","Un-Clear","Main","2",3.3044,"East",15,"Estimated",15,0,"Signaled","Signal Indication","No",0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,39.856909,-75.183349,"2","No","Class 3","SMT-1 - Amtrak, Commuter East",13029,"No","No","Spring"
2016,"21",85,"Dark","Clear","Main","4",34,"North",46,"Recorded",46,17444,"Signaled","Signal Indication","No",0,1,0,0,1,0,122,0,0,0,0,1,1,1,1,35.696645,-84.857457,"4","CL","Class 1","SMT-3 - Norfolk Southern",5728152,"No","No","Summer"
2015,"9",65,"Day","Un-Clear","Main","4",40.5,"North",15,"Estimated",15,5832,"Signaled","Signal Indication","No",0,3,0,0,0,1,80,0,0,0,0,1,0,0,1,29.702771,-98.129185,"4","CL","Class 1","SMT-6 - UP/KCS",294,"No","No","Fall"
2015,"23",58,"Dark","Clear","Main","3",20.1,"North",29,"Recorded",29,2528,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,0,0,94,0,0,1,0,0,1,29.904443,-96.816942,"3","CL","Class 1","SMT-6 - UP/KCS",1134788,"No","Yes","Fall"
2014,"18",65,"Day","Un-Clear","Main","4",44.57,"East",9,"Recorded",9,5699,"Signaled","Signal Indication","No",1,2,0,0,0,0,73,0,0,0,0,1,0,0,1,33.174533,-97.541363,"4","CL","Class 1","SMT-5 - BNSF",17000,"No","No","Fall"
2018,"1",47,"Dark","Clear","Main","1",13,"South",9,"Estimated",9,6800,"Not Signaled","Yard/Restricted Limits","No",93,4,0,0,0,0,95,0,0,0,0,1,0,0,1,31.730082,-103.088658,"1","No","Class 3","SMT-8 - Short Line West",592398,"No","No","Fall"
2018,"14",94,"Day","Clear","Main","4",46.88,"West",0,"Estimated",10,35,"Signaled","Signal Indication","No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,32.888475,-97.387585,"4","CL","Class 1","SMT-5 - BNSF",20000,"No","No","Summer"
2022,"0",51,"Dark","Clear","Main","1",9.5,"North",7,"Estimated",7,9593,"Signaled","Signal Indication","No",0,6,0,0,0,0,54,0,113,0,0,1,0,0,1,29.765811,-95.312582,"1","CL","Class 1","SMT-6 - UP/KCS",141947,"No","Yes","Fall"
2014,"18",86,"Day","Clear","Main","4",10,"East",30,"Recorded",30,5996,"Signaled","Signal Indication","No",2,3,0,0,0,0,32,0,0,0,0,1,0,0,1,36.937494,-81.093231,"4","CL","Class 1","SMT-3 - Norfolk Southern",1130378,"No","No","Summer"
2018,"7",40,"Dark","Clear","Main","4",6.4,"South",78,"Recorded",78,0,"Signaled","Direct Train Control","Yes",0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,40.841855,-111.916938,"4","No","Class 3","SMT-7 - Commuter West",58120,"No","No","Fall"
2012,"23",55,"Dark","Un-Clear","Main","1",25,"North",9,"Recorded",9,5000,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,53,0,0,0,0,1,0,0,1,36.81255,-83.053418,"1","CL","Class 1","SMT-9 - CSX",59955,"No","No","Fall"
2012,"16",82,"Day","Clear","Main","3",8.5,"South",25,"Recorded",25,10719,"Signaled","Direct Train Control","No",1,2,0,0,0,0,64,0,48,0,0,1,0,1,1,43.028312,-88.045635,"3","CL","Class 1","SMT-6 - UP/KCS",51859,"No","No","Spring"
2011,"12",80,"Day","Clear","Main","3",111.6,"East",32,"Recorded",32,14465,"Signaled","Signal Indication","No",0,2,0,0,0,0,102,0,0,0,0,1,0,0,1,38.326781,-81.60022,"3","CL","Class 1","SMT-9 - CSX",1085922,"No","No","Fall"
2018,"7",4,"Day","Clear","Main","4",72.5,"West",36,"Estimated",36,8693,"Signaled","Signal Indication","No",28,3,0,0,0,0,46,0,80,0,0,1,0,0,1,41.780747,-106.998525,"4","CL","Class 1","SMT-6 - UP/KCS",13101,"No","No","Fall"
2016,"18",26,"Day","Clear","Main","2",20.3,"West",5,"Estimated",5,19714,"Signaled","Signal Indication","No",0,2,0,0,0,2,137,0,1,0,0,1,0,0,1,43.728553,-105.361189,"2","CL","Class 1","SMT-6 - UP/KCS",43127,"No","No","Winter"
2022,"10",78,"Day","Clear","Yard","1",42,"South",7,"Recorded",7,7997,"Not Signaled","Other Than Main Track","No",46,3,0,0,0,0,86,0,31,0,0,1,0,1,1,33.793527,-84.444462,"1","CL","Class 1","SMT-3 - Norfolk Southern",86025,"No","Yes","Spring"
2015,"22",40,"Dark","Un-Clear","Main","1",26.4,"South",6,"Estimated",6,0,"Signaled","Signal Indication","No",11,4,0,0,0,0,63,0,41,0,0,1,0,0,1,37.850352,-84.256836,"1","CL","Class 1","SMT-9 - CSX",102127,"No","No","Spring"
2021,"17",55,"Day","Clear","Main","2",1,"South",25,"Estimated",25,0,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,33.405715,-86.946044,"2","CL","Class 1","SMT-9 - CSX",28526,"No","No","Spring"
2021,"0",39,"Dark","Clear","Industry","1",80,"South",4,"Recorded",4,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,79,0,22,0,0,1,0,0,1,33.543664,-86.809414,"1","CL","Class 1","SMT-9 - CSX",151007,"No","Yes","Spring"
2018,"5",65,"Dark","Clear","Main","2",57.6,"South",17,"Estimated",17,10953,"Signaled","Signal Indication","No",0,2,0,0,0,0,70,0,63,0,0,1,0,0,1,33.509477,-86.81225,"2","CL","Class 1","SMT-9 - CSX",179291,"No","No","Spring"
2013,"10",60,"Day","Clear","Main","4",46.81,"West",50,"Recorded",50,3511,"Signaled","Signal Indication","No",9,3,0,0,0,0,41,0,0,0,0,1,0,0,1,37.81267,-121.017714,"4","CL","Class 1","SMT-5 - BNSF",13198,"No","No","Spring"
2014,"17",72,"Day","Clear","Main","4",40.8,"East",22,"Recorded",22,3959,"Signaled","Signal Indication","No",0,2,0,0,0,0,0,0,74,0,0,1,0,0,1,32.75618,-114.686063,"4","CL","Class 1","SMT-6 - UP/KCS",84810,"No","Yes","Fall"
2014,"17",72,"Day","Clear","Main","4",40.8,"East",0,"Recorded",22,5855,"Signaled","Signal Indication","No",28,4,0,0,0,0,92,0,0,0,0,1,0,0,1,32.75618,-114.686063,"4","CL","Class 1","SMT-6 - UP/KCS",152823,"No","Yes","Fall"
2015,"16",75,"Day","Clear","Yard","1",5.76,"West",12,"Recorded",12,0,"Signaled","Other Than Main Track","Yes",0,0,0,0,1,0,0,4,0,4,0,1,0,0,1,34.054479,-118.234976,"1","No","Class 3","SMT-7 - Commuter West",900000,"No","Yes","Winter"
2017,"9",71,"Day","Un-Clear","Industry","1",3.9,"West",5,"Estimated",5,5170,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,35,0,17,0,0,1,0,1,1,37.947858,-121.334175,"1","Cl","Class 3","SMT-8 - Short Line West",16000,"No","No","Fall"
2021,"15",80,"Day","Clear","Main","X",1,"West",4,"Estimated",4,1251,"Not Signaled","Direct Train Control","No",5,2,0,0,0,0,7,0,5,0,0,1,0,1,1,37.741055,-120.54084,"X","Cl","Class 3","SMT-8 - Short Line West",29000,"No","Yes","Spring"
2022,"8",36,"Day","Clear","Main","4",136,"West",32,"Estimated",32,8316,"Signaled","Signal Indication","No",0,3,4,0,0,2,154,0,0,0,0,1,0,0,1,34.532643,-117.286978,"5","CL","Class 1","SMT-6 - UP/KCS",952875,"No","No","Fall"
2012,"23",40,"Dark","Clear","Main","2",38.2,"East",10,"Estimated",10,2797,"Signaled","Signal Indication","No",0,4,0,0,0,0,9,0,51,0,0,1,0,1,1,39.803814,-105.025023,"2","CL","Class 1","SMT-5 - BNSF",0,"No","No","Winter"
2021,"19",42,"Day","Clear","Yard","1",46,"South",8,"Recorded",8,3800,"Signaled","Other Than Main Track","No",0,4,0,0,0,0,32,0,3,0,0,1,0,0,1,33.793527,-84.444462,"1","CL","Class 1","SMT-3 - Norfolk Southern",252073,"No","Yes","Winter"
2013,"21",48,"Dark","Un-Clear","Main","3",11.6,"South",34,"Recorded",34,4217,"Not Signaled","Direct Train Control","No",0,5,0,0,0,0,36,0,13,0,0,1,1,0,1,30.946421,-84.656668,"3","CL","Class 1","SMT-9 - CSX",477084,"No","No","Winter"
2015,"11",16,"Day","Clear","Main","3",19,"South",24,"Recorded",24,10323,"Not Signaled","Direct Train Control","No",80,3,0,0,0,0,81,0,0,0,0,1,0,0,1,42.66187,-90.84879,"3","CL","Class 1","SMT-4 - CP/CN/CCD",965200,"No","No","Winter"
2012,"14",54,"Day","Clear","Yard","1",0.5,"North",5,"Estimated",5,2140,"Not Signaled","Other Than Main Track","No",0,0,0,0,2,0,16,0,2,0,0,1,0,1,1,42.06915,-90.18947,"1","No","Class 1","SMT-8 - Short Line West",1000,"No","No","Winter"
2021,"22",44,"Dark","Un-Clear","Main","4",8,"South",45,"Recorded",45,17510,"Signaled","Signal Indication","No",47,3,0,1,0,0,129,0,30,0,0,1,0,0,1,41.490885,-93.472687,"4","CL","Class 1","SMT-6 - UP/KCS",1277959,"No","No","Fall"
2019,"3",15,"Dark","Clear","Main","4",77.66,"East",41,"Recorded",41,19028,"Signaled","Signal Indication","No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,41.011311,-95.338733,"4","CL","Class 1","SMT-5 - BNSF",1919064,"No","No","Fall"
2014,"19",64,"Day","Un-Clear","Main","4",19.08,"West",40,"Estimated",40,15139,"Signaled","Signal Indication","No",0,2,0,0,1,1,106,0,0,0,0,2,0,0,1,48.694356,-116.304479,"4","CL","Class 1","SMT-5 - BNSF",62000,"No","Yes","Spring"
